District,TruckNo,EventMonth,EventYear,TotalMiles
North Central,27173,2,2014,121
North Central,29089,2,2014,16
North Central,33096,2,2014,1300
North Central,36009,2,2014,142
North Central,36013,2,2014,26
North Central,36015,2,2014,278
North Central,36026,2,2014,662
North Central,36027,2,2014,642
North Central,36028,2,2014,752
North Central,36033,2,2014,405
North Central,36047,2,2014,982
North Central,36049,2,2014,306
North Central,36050,2,2014,792
North Central,36054,2,2014,920
North Central,36056,2,2014,53
North Central,36057,2,2014,811
North Central,36058,2,2014,587
North Central,36062,2,2014,643
North Central,36063,2,2014,541
North Central,36075,2,2014,818
North Central,36076,2,2014,934
North Central,36078,2,2014,787
North Central,36080,2,2014,897
North Central,36087,2,2014,1043
North Central,36090,2,2014,651
North Central,36092,2,2014,878
North Central,36094,2,2014,865
North Central,36095,2,2014,652
North Central,36100,2,2014,497
North Central,36102,2,2014,509
North Central,36104,2,2014,726
North Central,36114,2,2014,695
North Central,36115,2,2014,1167
North Central,36116,2,2014,1130
North Central,36118,2,2014,801
North Central,36119,2,2014,594
North Central,36120,2,2014,756
North Central,36121,2,2014,779
North Central,36123,2,2014,926
North Central,36124,2,2014,751
North Central,36125,2,2014,853
North Central,36127,2,2014,928
North Central,36128,2,2014,842
North Central,36129,2,2014,559
North Central,36130,2,2014,784
North Central,36131,2,2014,661
North Central,36132,2,2014,932
North Central,36133,2,2014,954
North Central,36134,2,2014,736
North Central,36135,2,2014,807
North Central,36136,2,2014,766
North Central,36137,2,2014,818
North Central,36138,2,2014,585
North Central,36139,2,2014,772
North Central,36140,2,2014,772
North Central,36141,2,2014,759
North Central,36142,2,2014,866
North Central,36143,2,2014,730
North Central,36144,2,2014,799
North Central,36145,2,2014,1029
North Central,36146,2,2014,954
North Central,36147,2,2014,774
North Central,36148,2,2014,153
North Central,36149,2,2014,898
North Central,36150,2,2014,750
North Central,36151,2,2014,606
North Central,36152,2,2014,228
North Central,36153,2,2014,953
North Central,36155,2,2014,836
North Central,36156,2,2014,873
North Central,36157,2,2014,775
North Central,36158,2,2014,840
North Central,36159,2,2014,728
North Central,36162,2,2014,1520
North Central,36172,2,2014,467
North Central,36178,2,2014,1069
North Central,36179,2,2014,588
North Central,36181,2,2014,1122
North Central,36182,2,2014,487
North Central,36183,2,2014,800
North Central,36184,2,2014,766
North Central,36185,2,2014,295
North Central,36195,2,2014,1015
North Central,36223,2,2014,760
North Central,36468,2,2014,159
North Central,36480,2,2014,601
North Central,36481,2,2014,584
North Central,36517,2,2014,185
North Central,36526,2,2014,722
North Central,36528,2,2014,416
North Central,36552,2,2014,363
North Central,36554,2,2014,776
North Central,36556,2,2014,1122
North Central,36557,2,2014,692
North Central,36639,2,2014,73
North Central,36644,2,2014,659
North Central,36647,2,2014,379
North Central,36650,2,2014,154
North Central,36662,2,2014,174
North Central,36666,2,2014,859
North Central,36669,2,2014,31
North Central,36698,2,2014,434
North Central,36702,2,2014,840
North Central,36736,2,2014,422
North Central,36750,2,2014,1069
North Central,36911,2,2014,845
North Central,36930,2,2014,504
North Central,36934,2,2014,413
North Central,36936,2,2014,655
North Central,36938,2,2014,711
North Central,36939,2,2014,428
North Central,36947,2,2014,684
North Central,36948,2,2014,586
North Central,36949,2,2014,774
North Central,36955,2,2014,814
North Central,36956,2,2014,672
North Central,36957,2,2014,851
North Central,36962,2,2014,852
North Central,36969,2,2014,788
North Central,36999,2,2014,779
North Central,37175,2,2014,66
North Central,37183,2,2014,671
North Central,37185,2,2014,826
North Central,37202,2,2014,860
North Central,37221,2,2014,406
North Central,37243,2,2014,412
North Central,37275,2,2014,439
North Central,37276,2,2014,745
North Central,37285,2,2014,381
South Central,27137,2,2014,290
South Central,33093,2,2014,1423
South Central,36010,2,2014,1137
South Central,36019,2,2014,905
South Central,36034,2,2014,3298
South Central,36036,2,2014,926
South Central,36037,2,2014,2508
South Central,36053,2,2014,590
South Central,36096,2,2014,909
South Central,36099,2,2014,420
South Central,36103,2,2014,725
South Central,36105,2,2014,835
South Central,36122,2,2014,1020
South Central,36196,2,2014,742
South Central,36201,2,2014,791
South Central,36202,2,2014,738
South Central,36210,2,2014,643
South Central,36418,2,2014,29
South Central,36468,2,2014,423
South Central,36476,2,2014,637
South Central,36482,2,2014,850
South Central,36488,2,2014,618
South Central,36489,2,2014,909
South Central,36492,2,2014,0
South Central,36493,2,2014,1142
South Central,36494,2,2014,897
South Central,36496,2,2014,1067
South Central,36498,2,2014,72
South Central,36503,2,2014,889
South Central,36505,2,2014,668
South Central,36513,2,2014,661
South Central,36527,2,2014,738
South Central,36537,2,2014,583
South Central,36539,2,2014,680
South Central,36541,2,2014,85
South Central,36549,2,2014,927
South Central,36565,2,2014,706
South Central,36575,2,2014,1228
South Central,36579,2,2014,1072
South Central,36615,2,2014,1243
South Central,36630,2,2014,845
South Central,36632,2,2014,583
South Central,36634,2,2014,650
South Central,36650,2,2014,91
South Central,36652,2,2014,416
South Central,36654,2,2014,833
South Central,36659,2,2014,687
South Central,36660,2,2014,440
South Central,36661,2,2014,906
South Central,36664,2,2014,721
South Central,36667,2,2014,648
South Central,36668,2,2014,722
South Central,36669,2,2014,27
South Central,36673,2,2014,401
South Central,36675,2,2014,505
South Central,36678,2,2014,1059
South Central,36679,2,2014,1213
South Central,36686,2,2014,614
South Central,36694,2,2014,790
South Central,36695,2,2014,519
South Central,36696,2,2014,740
South Central,36706,2,2014,816
South Central,36718,2,2014,733
South Central,36728,2,2014,696
South Central,36737,2,2014,955
South Central,36738,2,2014,1017
South Central,36744,2,2014,157
South Central,36872,2,2014,35
South Central,36875,2,2014,987
South Central,36879,2,2014,471
South Central,36880,2,2014,412
South Central,36884,2,2014,610
South Central,36885,2,2014,738
South Central,36886,2,2014,682
South Central,36887,2,2014,337
South Central,36891,2,2014,237
South Central,36892,2,2014,476
South Central,36893,2,2014,882
South Central,36895,2,2014,697
South Central,36897,2,2014,445
South Central,36898,2,2014,982
South Central,36906,2,2014,276
South Central,36907,2,2014,38
South Central,36909,2,2014,321
South Central,36913,2,2014,524
South Central,36918,2,2014,291
South Central,36923,2,2014,557
South Central,36924,2,2014,620
South Central,36925,2,2014,522
South Central,36928,2,2014,776
South Central,36944,2,2014,798
South Central,36945,2,2014,694
South Central,36950,2,2014,612
South Central,36951,2,2014,759
South Central,36952,2,2014,770
South Central,36953,2,2014,773
South Central,36959,2,2014,447
South Central,36971,2,2014,744
South Central,36973,2,2014,659
South Central,36975,2,2014,595
South Central,36977,2,2014,387
South Central,36979,2,2014,635
South Central,36980,2,2014,1092
South Central,36981,2,2014,668
South Central,36987,2,2014,563
South Central,36988,2,2014,217
South Central,36989,2,2014,366
South Central,36993,2,2014,1196
South Central,36998,2,2014,762
South Central,37012,2,2014,1071
West Los Angeles,1387,2,2014,45
West Los Angeles,27141,2,2014,314
West Los Angeles,29089,2,2014,56
West Los Angeles,29092,2,2014,57
West Los Angeles,33094,2,2014,1588
West Los Angeles,36013,2,2014,337
West Los Angeles,36059,2,2014,734
West Los Angeles,36060,2,2014,44
West Los Angeles,36061,2,2014,295
West Los Angeles,36063,2,2014,66
West Los Angeles,36064,2,2014,765
West Los Angeles,36065,2,2014,610
West Los Angeles,36066,2,2014,970
West Los Angeles,36086,2,2014,1044
West Los Angeles,36089,2,2014,1107
West Los Angeles,36112,2,2014,836
West Los Angeles,36113,2,2014,937
West Los Angeles,36165,2,2014,705
West Los Angeles,36293,2,2014,943
West Los Angeles,36459,2,2014,62
West Los Angeles,36756,2,2014,667
West Los Angeles,36757,2,2014,458
West Los Angeles,36758,2,2014,1225
West Los Angeles,36759,2,2014,691
West Los Angeles,36760,2,2014,400
West Los Angeles,36761,2,2014,606
West Los Angeles,36762,2,2014,646
West Los Angeles,36763,2,2014,1348
West Los Angeles,36764,2,2014,1582
West Los Angeles,36765,2,2014,735
West Los Angeles,36766,2,2014,783
West Los Angeles,36767,2,2014,742
West Los Angeles,36768,2,2014,128
West Los Angeles,36769,2,2014,1487
West Los Angeles,36770,2,2014,784
West Los Angeles,36771,2,2014,782
West Los Angeles,36772,2,2014,812
West Los Angeles,36773,2,2014,630
West Los Angeles,36774,2,2014,326
West Los Angeles,36776,2,2014,893
West Los Angeles,36777,2,2014,846
West Los Angeles,36778,2,2014,592
West Los Angeles,36781,2,2014,651
West Los Angeles,36782,2,2014,940
West Los Angeles,36786,2,2014,688
West Los Angeles,36788,2,2014,1374
West Los Angeles,36789,2,2014,1288
West Los Angeles,36791,2,2014,1118
West Los Angeles,36793,2,2014,930
West Los Angeles,36796,2,2014,539
West Los Angeles,36798,2,2014,1051
West Los Angeles,36799,2,2014,622
West Los Angeles,36801,2,2014,37
West Los Angeles,36802,2,2014,791
West Los Angeles,36805,2,2014,1877
West Los Angeles,36809,2,2014,626
West Los Angeles,36810,2,2014,796
West Los Angeles,36811,2,2014,928
West Los Angeles,36812,2,2014,887
West Los Angeles,36813,2,2014,651
West Los Angeles,36814,2,2014,1165
West Los Angeles,36815,2,2014,590
West Los Angeles,36816,2,2014,572
West Los Angeles,36817,2,2014,334
West Los Angeles,36818,2,2014,727
West Los Angeles,36819,2,2014,483
West Los Angeles,36820,2,2014,638
West Los Angeles,36821,2,2014,595
West Los Angeles,36822,2,2014,1013
West Los Angeles,36823,2,2014,357
West Los Angeles,36825,2,2014,774
West Los Angeles,36827,2,2014,920
West Los Angeles,36828,2,2014,1687
West Los Angeles,36829,2,2014,821
West Los Angeles,36830,2,2014,455
West Los Angeles,36831,2,2014,777
West Los Angeles,36832,2,2014,897
West Los Angeles,36833,2,2014,912
West Los Angeles,36834,2,2014,675
West Los Angeles,36835,2,2014,727
West Los Angeles,36836,2,2014,531
West Los Angeles,36837,2,2014,645
West Los Angeles,36838,2,2014,604
West Los Angeles,36839,2,2014,930
West Los Angeles,36840,2,2014,817
West Los Angeles,36841,2,2014,975
West Los Angeles,36842,2,2014,1083
West Los Angeles,36843,2,2014,1451
West Los Angeles,36844,2,2014,977
West Los Angeles,36845,2,2014,768
West Los Angeles,36846,2,2014,1378
West Los Angeles,36848,2,2014,718
West Los Angeles,36849,2,2014,745
West Los Angeles,36850,2,2014,1280
West Los Angeles,36851,2,2014,734
West Los Angeles,36854,2,2014,537
West Los Angeles,36855,2,2014,1043
West Los Angeles,36856,2,2014,951
West Los Angeles,36857,2,2014,961
West Los Angeles,36858,2,2014,449
West Los Angeles,36859,2,2014,1028
West Los Angeles,36860,2,2014,1381
West Los Angeles,36861,2,2014,989
West Los Angeles,36862,2,2014,1034
West Los Angeles,36863,2,2014,571
West Los Angeles,36864,2,2014,783
West Los Angeles,36866,2,2014,1121
West Los Angeles,36867,2,2014,843
West Los Angeles,36868,2,2014,726
West Los Angeles,36870,2,2014,604
West Los Angeles,36871,2,2014,194
West Los Angeles,37008,2,2014,400
West Los Angeles,37013,2,2014,572
West Los Angeles,37019,2,2014,709
West Los Angeles,37020,2,2014,168
West Los Angeles,37021,2,2014,579
West Los Angeles,37169,2,2014,666
West Los Angeles,37188,2,2014,175
West Los Angeles,37189,2,2014,532
West Los Angeles,37226,2,2014,547
West Los Angeles,37227,2,2014,398
West Los Angeles,37230,2,2014,381
West Los Angeles,37233,2,2014,107
West Los Angeles,37237,2,2014,224
West Los Angeles,37239,2,2014,477
West Los Angeles,37242,2,2014,804
West Los Angeles,37253,2,2014,1373
West Los Angeles,37255,2,2014,1206
West Los Angeles,37264,2,2014,941
West Los Angeles,37274,2,2014,570
West Los Angeles,37277,2,2014,962
West Los Angeles,37278,2,2014,530
West Los Angeles,37282,2,2014,917
West Los Angeles,37283,2,2014,734
West Los Angeles,37286,2,2014,767
West Los Angeles,37287,2,2014,839
West Los Angeles,37995,2,2014,609
West Los Angeles,39475,2,2014,217
West Los Angeles,99999,2,2014,70
West Valley,27132,2,2014,930
West Valley,33061,2,2014,696
West Valley,33097,2,2014,2142
West Valley,36002,2,2014,1052
West Valley,36003,2,2014,1073
West Valley,36004,2,2014,1233
West Valley,36008,2,2014,913
West Valley,36016,2,2014,678
West Valley,36017,2,2014,747
West Valley,36020,2,2014,1259
West Valley,36021,2,2014,365
West Valley,36032,2,2014,678
West Valley,36041,2,2014,1024
West Valley,36042,2,2014,872
West Valley,36045,2,2014,210
West Valley,36069,2,2014,578
West Valley,36070,2,2014,1547
West Valley,36071,2,2014,1114
West Valley,36072,2,2014,1650
West Valley,36073,2,2014,864
West Valley,36074,2,2014,1201
West Valley,36091,2,2014,1007
West Valley,36093,2,2014,1130
West Valley,36097,2,2014,244
West Valley,36173,2,2014,137
West Valley,36175,2,2014,406
West Valley,36176,2,2014,109
West Valley,36194,2,2014,826
West Valley,36198,2,2014,729
West Valley,36199,2,2014,891
West Valley,36200,2,2014,968
West Valley,36204,2,2014,1214
West Valley,36205,2,2014,1525
West Valley,36208,2,2014,1338
West Valley,36209,2,2014,1016
West Valley,36213,2,2014,1333
West Valley,36214,2,2014,1225
West Valley,36215,2,2014,1566
West Valley,36218,2,2014,1263
West Valley,36219,2,2014,1023
West Valley,36222,2,2014,1240
West Valley,36628,2,2014,454
West Valley,36629,2,2014,1273
West Valley,36631,2,2014,726
West Valley,36635,2,2014,1153
West Valley,36636,2,2014,1271
West Valley,36637,2,2014,520
West Valley,36638,2,2014,1016
West Valley,36641,2,2014,916
West Valley,36642,2,2014,1485
West Valley,36643,2,2014,114
West Valley,36645,2,2014,1207
West Valley,36646,2,2014,935
West Valley,36648,2,2014,602
West Valley,36649,2,2014,970
West Valley,36651,2,2014,1628
West Valley,36653,2,2014,1485
West Valley,36656,2,2014,635
West Valley,36658,2,2014,962
West Valley,36663,2,2014,1405
West Valley,36670,2,2014,876
West Valley,36671,2,2014,1453
West Valley,36672,2,2014,1647
West Valley,36674,2,2014,685
West Valley,36676,2,2014,1389
West Valley,36677,2,2014,112
West Valley,36680,2,2014,993
West Valley,36681,2,2014,851
West Valley,36682,2,2014,773
West Valley,36683,2,2014,1240
West Valley,36684,2,2014,340
West Valley,36685,2,2014,822
West Valley,36687,2,2014,1235
West Valley,36688,2,2014,943
West Valley,36689,2,2014,1163
West Valley,36691,2,2014,1175
West Valley,36692,2,2014,1039
West Valley,36697,2,2014,1140
West Valley,36699,2,2014,721
West Valley,36700,2,2014,1074
West Valley,36701,2,2014,1437
West Valley,36703,2,2014,1086
West Valley,36704,2,2014,720
West Valley,36707,2,2014,1374
West Valley,36708,2,2014,1094
West Valley,36709,2,2014,1355
West Valley,36710,2,2014,1641
West Valley,36713,2,2014,1311
West Valley,36714,2,2014,1162
West Valley,36715,2,2014,1198
West Valley,36717,2,2014,1046
West Valley,36719,2,2014,1059
West Valley,36720,2,2014,1284
West Valley,36721,2,2014,1525
West Valley,36722,2,2014,1130
West Valley,36723,2,2014,1336
West Valley,36724,2,2014,1232
West Valley,36725,2,2014,468
West Valley,36726,2,2014,291
West Valley,36727,2,2014,1589
West Valley,36729,2,2014,675
West Valley,36731,2,2014,1020
West Valley,36734,2,2014,1293
West Valley,36735,2,2014,1011
West Valley,36739,2,2014,1207
West Valley,36740,2,2014,1096
West Valley,36741,2,2014,989
West Valley,36742,2,2014,1024
West Valley,36743,2,2014,1610
West Valley,36746,2,2014,953
West Valley,36747,2,2014,1284
West Valley,36748,2,2014,1469
West Valley,36899,2,2014,991
West Valley,36901,2,2014,223
West Valley,36903,2,2014,85
West Valley,36914,2,2014,589
West Valley,36915,2,2014,485
West Valley,36916,2,2014,1088
West Valley,36919,2,2014,485
West Valley,36921,2,2014,1024
West Valley,36927,2,2014,874
West Valley,36942,2,2014,825
West Valley,36958,2,2014,332
West Valley,36961,2,2014,1768
West Valley,36964,2,2014,302
West Valley,36966,2,2014,164
West Valley,36968,2,2014,947
West Valley,36972,2,2014,51
West Valley,36974,2,2014,1481
West Valley,36982,2,2014,1438
West Valley,36983,2,2014,1394
West Valley,36985,2,2014,639
West Valley,36986,2,2014,1413
West Valley,36990,2,2014,972
West Valley,36992,2,2014,708
West Valley,36997,2,2014,1508
East Valley,27129,3,2014,624
East Valley,27142,3,2014,64
East Valley,27432,3,2014,120
East Valley,33065,3,2014,880
East Valley,33095,3,2014,1983
East Valley,36001,3,2014,1001
East Valley,36006,3,2014,1452
East Valley,36008,3,2014,37
East Valley,36011,3,2014,1180
East Valley,36012,3,2014,883
East Valley,36014,3,2014,1152
East Valley,36023,3,2014,491
East Valley,36024,3,2014,618
East Valley,36025,3,2014,977
East Valley,36043,3,2014,648
East Valley,36044,3,2014,1107
East Valley,36046,3,2014,1501
East Valley,36048,3,2014,791
East Valley,36051,3,2014,1249
East Valley,36055,3,2014,732
East Valley,36061,3,2014,637
East Valley,36067,3,2014,1122
East Valley,36068,3,2014,611
East Valley,36077,3,2014,1019
East Valley,36081,3,2014,481
East Valley,36082,3,2014,1760
East Valley,36106,3,2014,794
East Valley,36107,3,2014,797
East Valley,36109,3,2014,1019
East Valley,36126,3,2014,1045
East Valley,36161,3,2014,2126
East Valley,36163,3,2014,103
East Valley,36167,3,2014,946
East Valley,36168,3,2014,1222
East Valley,36171,3,2014,417
East Valley,36173,3,2014,1189
East Valley,36174,3,2014,587
East Valley,36177,3,2014,1500
East Valley,36186,3,2014,919
East Valley,36187,3,2014,1394
East Valley,36188,3,2014,1127
East Valley,36189,3,2014,1162
East Valley,36190,3,2014,1225
East Valley,36191,3,2014,1108
East Valley,36192,3,2014,1069
East Valley,36193,3,2014,1137
East Valley,36203,3,2014,1076
East Valley,36206,3,2014,80
East Valley,36207,3,2014,1085
East Valley,36211,3,2014,1054
East Valley,36212,3,2014,1060
East Valley,36216,3,2014,1057
East Valley,36217,3,2014,1656
East Valley,36220,3,2014,1171
East Valley,36221,3,2014,1179
East Valley,36477,3,2014,1008
East Valley,36479,3,2014,1289
East Valley,36484,3,2014,159
East Valley,36486,3,2014,1
East Valley,36490,3,2014,1483
East Valley,36491,3,2014,216
East Valley,36495,3,2014,620
East Valley,36497,3,2014,1338
East Valley,36499,3,2014,1396
East Valley,36500,3,2014,458
East Valley,36501,3,2014,1019
East Valley,36502,3,2014,1413
East Valley,36508,3,2014,161
East Valley,36509,3,2014,1323
East Valley,36510,3,2014,1130
East Valley,36511,3,2014,1264
East Valley,36514,3,2014,571
East Valley,36515,3,2014,1241
East Valley,36516,3,2014,1114
East Valley,36518,3,2014,876
East Valley,36520,3,2014,1096
East Valley,36521,3,2014,744
East Valley,36523,3,2014,908
East Valley,36524,3,2014,1143
East Valley,36525,3,2014,1012
East Valley,36529,3,2014,516
East Valley,36530,3,2014,194
East Valley,36534,3,2014,1109
East Valley,36535,3,2014,837
East Valley,36536,3,2014,976
East Valley,36538,3,2014,839
East Valley,36540,3,2014,1165
East Valley,36544,3,2014,1315
East Valley,36546,3,2014,363
East Valley,36548,3,2014,419
East Valley,36550,3,2014,219
East Valley,36553,3,2014,1077
East Valley,36555,3,2014,889
East Valley,36558,3,2014,826
East Valley,36559,3,2014,1037
East Valley,36560,3,2014,798
East Valley,36561,3,2014,845
East Valley,36563,3,2014,1294
East Valley,36564,3,2014,1448
East Valley,36566,3,2014,1389
East Valley,36567,3,2014,888
East Valley,36568,3,2014,1367
East Valley,36569,3,2014,1553
East Valley,36570,3,2014,1125
East Valley,36571,3,2014,1099
East Valley,36572,3,2014,898
East Valley,36573,3,2014,921
East Valley,36574,3,2014,569
East Valley,36577,3,2014,895
East Valley,36578,3,2014,1258
East Valley,36612,3,2014,1116
East Valley,36613,3,2014,1131
East Valley,36614,3,2014,1267
East Valley,36616,3,2014,1369
East Valley,36617,3,2014,1158
East Valley,36618,3,2014,1045
East Valley,36619,3,2014,1176
East Valley,36621,3,2014,1090
East Valley,36622,3,2014,1124
East Valley,36623,3,2014,552
East Valley,36624,3,2014,784
East Valley,36882,3,2014,589
East Valley,36888,3,2014,357
East Valley,36889,3,2014,197
East Valley,36894,3,2014,355
East Valley,36900,3,2014,313
East Valley,36902,3,2014,156
East Valley,36904,3,2014,1077
East Valley,36917,3,2014,48
East Valley,36926,3,2014,978
East Valley,36943,3,2014,1021
East Valley,36954,3,2014,921
East Valley,36960,3,2014,488
East Valley,36963,3,2014,906
East Valley,36965,3,2014,740
East Valley,36967,3,2014,1285
East Valley,36970,3,2014,1300
East Valley,36991,3,2014,1141
East Valley,36994,3,2014,1000
East Valley,36995,3,2014,1153
East Valley,37265,3,2014,235
Harbor,27130,3,2014,257
Harbor,33092,3,2014,2360
Harbor,36035,3,2014,424
Harbor,36052,3,2014,860
Harbor,36088,3,2014,812
Harbor,36098,3,2014,729
Harbor,36101,3,2014,644
Harbor,36110,3,2014,157
Harbor,36470,3,2014,297
Harbor,36779,3,2014,660
Harbor,36780,3,2014,629
Harbor,36783,3,2014,774
Harbor,36784,3,2014,821
Harbor,36785,3,2014,899
Harbor,36787,3,2014,780
Harbor,36790,3,2014,833
Harbor,36792,3,2014,752
Harbor,36794,3,2014,523
Harbor,36795,3,2014,766
Harbor,36797,3,2014,664
Harbor,36800,3,2014,822
Harbor,36803,3,2014,714
Harbor,36804,3,2014,819
Harbor,36806,3,2014,1005
Harbor,36807,3,2014,664
Harbor,36808,3,2014,713
Harbor,36847,3,2014,87
Harbor,36852,3,2014,615
Harbor,36853,3,2014,804
Harbor,36865,3,2014,852
Harbor,37218,3,2014,264
