Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Armbruster Goldsmith & Delvac LLP,,,,"Anheuser-Busch Companies, Inc",,1,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Associated Estates,,1,2014,$13741.02,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Au Zone Investments #2 LLP,,1,2014,$1011.86,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Audi Beverly Hills,,1,2014,$1494.85,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,Robert,,Blumenfeld,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Bolour,,1,2014,$8215.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Bond Companies,,1,2014,$2690.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Boy Scouts of America, Western Los Angeles Cty",,1,2014,$18792.83,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Brentwood School,,1,2014,$33982.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,California Landmark,,1,2014,$7684.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Camden USA, Inc.",,1,2014,$12973.19,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Cascades Project Owner LLC,,1,2014,$5591.88,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Din/Cal 2, Inc.",,1,2014,$75.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Douglas Emmett,,1,2014,$10736.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,Dean & Shannon,,Factor,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Faring Capital, LLC",,1,2014,$15812.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Fifield Companies,,1,2014,$456.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Frost/Chaddock Developers, LLC",,1,2014,$10452.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Genton Property Group,,1,2014,$2873.13,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Greystar,,1,2014,$85.63,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,IMT Capital LLC,,1,2014,$17006.69,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Joan's on Third,,1,2014,$9375.96,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,KB Home,,1,2014,$1682.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Lincoln Property Company,,1,2014,$440.63,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Los Angeles Country Club,,1,2014,$19448.19,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,M David Paul,,1,2014,$78866.99,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,MacFarlane Partners,,1,2014,$21049.70,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Marlborough School,,1,2014,$806.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,MGA North LLC,,1,2014,$47475.36,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Next Century Associates, LLC",,1,2014,$3020.32,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,NMS,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Outparcel Investment Partners VI, LLC",,1,2014,$1634.30,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Picasso Brentwood,,1,2014,$17270.71,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Precision Development Company,,1,2014,$430.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,Brad,,Simpson,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,SunCal,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Target Corporation,,1,2014,$14637.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,The Buckley School,,1,2014,$9793.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,The Hanover Company (for UDR),,1,2014,$785.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,The Macerich Company,,1,2014,$3072.98,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"TriStar Realty Group, LLC",,1,2014,$37.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,United Technologies Corporation,,1,2014,$3152.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,University of Southern California ,,1,2014,$42900.60,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Urban 24 LA LLC,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,"Urban Commons Virgil, LLC",,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,,,Walgreens,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Armbruster Goldsmith & Delvac LLP,,Fred and Joanne,,Wilson,,1,2014,$6302.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17270
Gerald A. Gewe,,,,"HDR Engineering, Inc.",,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17271
"Vectis Strategies, LLC",,,,Homeboy Industries,,1,2014,$3750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17272
"Vectis Strategies, LLC",,,,Planet Aid,,1,2014,$15023.05,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17272
"Vectis Strategies, LLC",,,,UST Global,,1,2014,$22500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17272
"Craig Lawson & Co., LLC",,,,1111 Sunset LLC,,1,2014,$701.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,1200 S. Figueroa LLC,,1,2014,$27980.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,233 W. Washington LLC,,1,2014,$2966.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,A Community of Friends,,1,2014,$5822.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Abode Communities,,1,2014,$23268.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Alameda & Fourth LLC,,1,2014,$6522.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Amacon Construction Ltd.,,1,2014,$32514.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Astani Enterprises Inc.,,1,2014,$23837.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Atlas LA 4th Street,,1,2014,$1741.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Boss Law Firm,,1,2014,$1824.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Camden USA,,1,2014,$3391.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Career Lofts - LA,,1,2014,$6331.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Carmel Partners Inc.,,1,2014,$18357.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Caruso Affiliated Holdings,,1,2014,$4210.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,CIM Group,,1,2014,$4321.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Combined Properties,,1,2014,$20707.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,DHG Family Trust,,1,2014,$25584.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,"EYP Realty, LLC",,1,2014,$5655.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,FIDM,,1,2014,$2191.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Greenland US Holding Co.,,1,2014,$111796.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Harry's Auto Body Inc,,1,2014,$1000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Holland Partners,,1,2014,$173.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,JMF Development,,1,2014,$1246.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,John & Sons LLC,,1,2014,$13330.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Kaiser Foundation Health Plan Inc.,,1,2014,$36805.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,KW Victory Plaza,,1,2014,$13836.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,LA Main Affiliates LLC,,1,2014,$5001.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Law Offices of George G. Braunstein,,1,2014,$1605.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Legal Aid Foundation of Los Angeles,,1,2014,$11510.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,McGregor Brown Co.,,1,2014,$20599.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Onni Contracting,,1,2014,$45475.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,R & R Construction,,1,2014,$9992.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,RREEF America LLC,,1,2014,$6843.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Skid Row Housing Trust,,1,2014,$3005.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Southern California Design,,1,2014,$1413.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,St Matthews Parish School,,1,2014,$18501.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Sunset Santa Monica PM LLC,,1,2014,$11628.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Temple Beth Am,,1,2014,$5481.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,The City Market of Los Angeles,,1,2014,$24505.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,The Hanover Company,,1,2014,$17676.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",Dr.,Isaac,,Verbukh,,1,2014,$7188.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Walter N Marks Inc,,1,2014,$4733.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,West Coast Investors,,1,2014,$2794.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Williams Homes Inc.,,1,2014,$38877.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
"Craig Lawson & Co., LLC",,,,Wilson University Gateway LLC,,1,2014,$998.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17273
The CrisCom Company,,,,AlliedBarton Security Services,,1,2014,$11250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17277
The CrisCom Company,,,,Duncan Solutions,,1,2014,$3500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17277
The CrisCom Company,,,,Lanier Parking Solutions,,1,2014,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17277
"Michael S. Woodward, Attorney",,,,Alliance College-Ready Public Schools,,1,2014,$11453.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17280
"Michael S. Woodward, Attorney",,,,"Pacific Charter School Development, Inc.",,1,2014,$9100.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17280
"Michael S. Woodward, Attorney",,,,Porter Ranch Development Company,,1,2014,$2560.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17280
Seymour Consulting Group,,,,M&A Gabee,,1,2014,$3658.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17282
Veronica Perez & Associates,,,,"Airport Connection, Inc.",,1,2014,$10511.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,Arcadis US Inc.,,1,2014,$22000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,"BH Wilshire International, LLC/CTF Development, Inc.",,1,2014,$24071.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,CBS Outdoor Inc.,,1,2014,$40000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,Central City Association of Los Angeles,,1,2014,$16591.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,"LAX Enterprise, LP",,1,2014,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,McDonald's Corporation,,1,2014,$28000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Veronica Perez & Associates,,,,RAI Services Company/VUSE,,1,2014,$20000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17287
Kindel Gagan,,,,Aviation Safeguards,,1,2014,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,"Birdi & Associates, Inc.",,1,2014,$17500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Cafe on Location,,1,2014,$18134.94,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Central City East Association,,1,2014,$40000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,DWP Mgmt Employees Assn,,1,2014,$21082.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Exelon Corporation on behalf of Constellation Energy,,1,2014,$30395.05,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Hudson Group,,1,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,LA Auto Show,,1,2014,$17590.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Legado Companies,,1,2014,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Morrison & Foerster LLP on behalf of Monster Beverage Corp,,1,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Motion Picture & Television Mobile Catering Association,,1,2014,$2666.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,"National Promotions & Advertising, Inc.",,1,2014,$7575.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,"Praxair, Inc. - Danbury, CT",,1,2014,$13500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,"Recording Industry Association of America, Inc.",,1,2014,$13833.33,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,SAS Institute Inc.,,1,2014,$20056.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,"Smarte Carte, Inc.",,1,2014,$2500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,SolarCity,,1,2014,$7072.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Spilo Worldwide,,1,2014,$9075.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Super Shuttle Los Angeles,,1,2014,$18825.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,United Airlines,,1,2014,$17561.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,"Transdev North America, Inc.",,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Geosyntec Consultants,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,Greater LA New Car Dealers Assn,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,American Chemistry Council,,1,2014,$55101.77,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Kindel Gagan,,,,AT&T INC. AND ITS AFFILIATES,,1,2014,$21450.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17292
Dominick W Rubalcava - Atty at Law,,,,Administrative Services CO-OP,,1,2014,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17299
Dominick W Rubalcava - Atty at Law,,,,Perse Construction Company,,1,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17299
Dominick W Rubalcava - Atty at Law,,,,Shammas Auto Group,,1,2014,$37500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17299
Dominick W Rubalcava - Atty at Law,,,,Summit Media LLC,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17299
Dominick W Rubalcava - Atty at Law,,,,Toyota Central,,1,2014,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17299
"Andrew Casana and Associates, LLC",,,,7-11,,1,2014,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17309
"3D Networks Corp., Inc.",,,,Latino Coalition of Los Angeles (Raul Claros),,1,2014,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17310
"3D Networks Corp., Inc.",,,,Larchmont Bungalow,,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17310
"3D Networks Corp., Inc.",,,,Helping Employees Learn Prosperity (HELP),,1,2014,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17310
Liner LLP,,,,Champion Real Estate Company,,1,2014,$50750.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17339
Liner LLP,,,,"CRE-HAR SoCal Lot JV, LLC",,1,2014,$22427.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17339
Liner LLP,,,,"Forest City Residential West, Inc.",,1,2014,$68197.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17339
Liner LLP,,,,"MREC HD Elysian Park, LLC",,1,2014,$472.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17339
Greer/Dailey,,,,Fox Studios,,1,2014,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=17345
