Lobbying Firm,Client Prefix,Client First Name,Client Middle,Client Last Name,Client Suffix,Report Quarter,Report Year,Amount Paid,Lobbying Firm Quarterly Report
Afriat Consulting Group Inc,,,,"MCLV Properties, LLC c/o Genton Property Group",,2,2013,$5430.16,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,Genton Property Group,,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,Jonathan Hausman & ,,Danielle E. Miller,,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,Health Advocates,,2,2013,$1634.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"Century City Realty, LLC",,2,2013,$72512.41,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,Bruce & Martha,,Karsh,,2,2013,$14102.88,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"Philena Properties, L.P.",,2,2013,$22145.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"Consolidated Disposal Service, L.L.C.",,2,2013,$39825.65,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"Browning-Ferris Industries of California, Inc. ",,2,2013,$2373.13,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,Wal-Mart Stores Inc.,,2,2013,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"WERWER One Thousand, LLC",,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"Sportsmen's Lodge REW, LLC",,2,2013,$5795.48,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"REW De Soto Partners, LLC",,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Afriat Consulting Group Inc,,,,"Westside Coalition, Inc.",,2,2013,$5000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15478
Astor & Kingsland,,,,Los Angeles County Waste Management Association,,2,2013,$1500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15493
Jeffer Mangels Butler & Mitchell LLP,,,,"1400 Linda Flora Associates, LLC",,2,2013,$6298.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"7th Street Property Investors, LLC",,2,2013,$29146.84,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Abbey Loo, Inc., Evan Levi, Mia Levi",,2,2013,$5594.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Asada, Inc.",,2,2013,$1271.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Beverlywood Homes Association,,2,2013,$33215.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Broad Beach Geologic Hazard Abatement District,,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Bulwer Drive, LLC/Midwest First Financial, Inc.",,2,2013,$1484.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Chabad of North Hollywood,,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Coalition to Save the Westside,,2,2013,$157609.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Decron Properties Corp.,,2,2013,$1047.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Dorothy Meisel Trust,,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,Steven,,Edelson,,2,2013,$39641.62,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Forestar Real Estate Group, Inc.",,2,2013,$3342.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Gary M. Safady and 9712 Oak Pass Road, LLC",,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,Gary,,Hecker,,2,2013,$4504.82,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,HEI/GC Hollywood & Vine Condominiums LLC;Hollywood & Vine Residences Assn.,,2,2013,$45961.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Injae, LLC; Int'l West, LLC",,2,2013,$25793.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,iPic Entertainment,,2,2013,$8219.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"iStar Financial, Inc.",,2,2013,$132019.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,Byron Scott,,Minerd,,2,2013,$135.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Miramar Home Owners Association, Inc.",,2,2013,$156.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,One Hunded Towers,,2,2013,$6634.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,Mukesh,,Patel,,2,2013,$5265.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Ronald A. Simms Commercial Development and Montel Associates LP,,2,2013,$5007.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,Said & Heidi,,Saffari,,2,2013,$8797.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,TNT Lodging LLC,,2,2013,$2930.49,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,"Tower Lane Properties, Inc.",,2,2013,$58605.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Jeffer Mangels Butler & Mitchell LLP,,,,Wilcore Corp.,,2,2013,$9868.66,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15495
Mercury Public Affairs,,,,American Progressive Bag Alliance,,2,2013,$25000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15496
Mercury Public Affairs,,,,California Restaurant Association,,2,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15496
Mercury Public Affairs,,,,First Solar,,2,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15496
Fisher Associates Inc.,,,,2345 Gaffey LLC ,,2,2013,$3000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15498
Fisher Associates Inc.,,,,"Kuhr Properties, LLC",,2,2013,$7500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15498
Gaines & Stacey LLP,,,,Community Recycling,,2,2013,$34884.13,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,,,Keyes Automotive,,2,2013,$237.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,,,M&A Gabaee,,2,2013,$8582.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,,,Snowball West Investment LP,,2,2013,$9925.15,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,Richard,,Weintruab,,2,2013,$0.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,,,Anderson & Swanson,,2,2013,$7273.21,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,Dan,,Hosseini,,2,2013,$1675.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,,,"Sherman Way West Hills Partners, LLC",,2,2013,$2950.45,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
Gaines & Stacey LLP,,,,Vons,,2,2013,$9227.05,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15512
McCarty Co LLC,,,,Associated Estates Realty Corporation,,2,2013,$32200.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,Avalon Bay Communities Inc,,2,2013,$13548.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,"GH Palmer Assoc (Palmer/Flower Street Properties, LP)",,2,2013,$6475.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,L&R Parking,,2,2013,$6081.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,Medical Asset Management,,2,2013,$16231.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,"Outback Steakhouse, Inc.",,2,2013,$6956.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,Sares Regis Group/Michael J. Wnter,,2,2013,$2105.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,State Bar of California,,2,2013,$26731.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,Wood Partners,,2,2013,$12556.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,"Camden USA, Inc.",,2,2013,$10062.50,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,"PPC Land Ventures, Inc.",,2,2013,$4331.25,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
McCarty Co LLC,,,,Skid Row Housing Trust,,2,2013,$2843.75,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15514
Law Office of Gideon Kracov,,,,Communities for a Better Environment,,2,2013,$1250.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15524
Law Office of Gideon Kracov,,,,Los Angeles County Disposal Association,,2,2013,$1720.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15524
Law Office of Gideon Kracov,,,,SEIU USWW,,2,2013,$11180.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15524
Law Office of Gideon Kracov,,,,United Food and Commercial Workers Local 770,,2,2013,$2300.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15524
Arnie Berghoff & Associates,,,,Affirmed Housing Group,,2,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,American Medical Response of So. California (AMR),,2,2013,$11850.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Arcadis US Inc.,,2,2013,$37500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Athens Services,,2,2013,$27000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Barren Ridge 1  (Recurrent Energy),,2,2013,$24000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,BNSF Railway Company,,2,2013,$35000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Cisco Systems Inc,,2,2013,$50505.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,City of Beverly Hills,,2,2013,$5500.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Clear Channel Airports,,2,2013,$15000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Clear Channel Outdoor,,2,2013,$30000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,Estate Research Associates,,2,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
Arnie Berghoff & Associates,,,,"Green Conversion Systems, LLC",,2,2013,$12000.00,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_QTR_RPT_ID=15531
