Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Council Calendar - The City of Los Angeles,103,91,0:04:06,4,75%,66.99%
Legal Affairs Division - LAPD | City of Los Angeles,101,88,0:03:01,82,73.17%,77.23%
Senior Transportation Services | City of Los Angeles,101,90,0:05:34,86,72.41%,82.18%
Events - The City of Los Angeles,99,90,0:01:05,1,0%,31.31%
Budget & Finance | City of Los Angeles,98,77,0:00:58,7,85.71%,30.61%
Personnel Department Employment Verification | City of Los Angeles,98,87,0:01:28,47,72.34%,56.12%
Sidewalks | City of Los Angeles,97,74,0:01:28,3,100%,15.46%
Communications Division - LAPD | City of Los Angeles,96,88,0:04:36,78,69.23%,78.12%
Detectives (21 Area Detective Divisions) | City of Los Angeles,96,84,0:03:10,79,81.01%,84.38%
Retirement Benefits | City of Los Angeles,96,81,0:04:08,49,55.1%,59.38%
EAGLE ROCK NC_REGULAR FULL BOARD MEETING Agenda_Tues 02.03.15 700 PM | City of Los Angeles,95,36,0:00:53,1,0%,13.68%
Expedited Processing | City of Los Angeles,95,73,0:01:41,27,44.44%,34.74%
Hyperion Treatment Plant Tours | City of Los Angeles,95,83,0:03:58,73,57.53%,76.84%
Claims Against the City for Damages or for Refunds | City of Los Angeles,94,78,0:06:39,19,66.67%,71.28%
Green Living | City of Los Angeles,94,83,0:00:32,3,66.67%,12.77%
"Land, Waste, and Cleanup | City of Los Angeles",92,76,0:01:29,4,50%,22.83%
Pet Services | City of Los Angeles,92,74,0:01:29,4,100%,20.65%
Zoo/Aquarium Combo Admission Tickets | City of Los Angeles,92,87,0:06:37,79,72.15%,88.04%
Computer Centers & Classes | City of Los Angeles,91,73,0:00:33,5,100%,25.27%
Council Rules | City of Los Angeles,90,79,0:01:30,5,60%,31.11%
Inicio | Ciudad de Los íngeles,90,55,0:00:29,54,25.93%,41.11%
-,89,89,0:00:00,89,100%,100%
Getting LA Back 2 Work | City of Los Angeles,89,82,0:02:56,41,44.44%,53.93%
"Information Technology Agency, Requests for Proposals (RFP) | City of Los Angeles",89,73,0:01:55,52,28.85%,46.07%
Access denied | City of Los Angeles,88,76,0:00:51,69,62.32%,59.09%
Alarm System Police Permit Renewal Information | City of Los Angeles,88,68,0:03:49,34,31.43%,57.95%
Recreation Centers | City of Los Angeles,88,76,0:01:12,17,23.53%,36.36%
Bureau of Sanitation Open Houses | City of Los Angeles,87,83,0:02:51,72,61.11%,77.01%
Home | Stadt Los Angeles,87,65,0:00:29,64,46.88%,54.02%
Security Services Division - LAPD | City of Los Angeles,86,71,0:01:53,69,68.12%,79.07%
Street Pothole Information | City of Los Angeles,86,72,0:02:48,46,60.87%,69.77%
Streets | City of Los Angeles,86,74,0:01:36,2,100%,22.09%
"Engineering Maps, Plans, and Other Records | City of Los Angeles",84,75,0:04:17,40,21.95%,63.1%
LADOT Service Requests | City of Los Angeles,84,70,0:03:35,59,42.37%,60.71%
Missing Persons - LAPD | City of Los Angeles,84,74,0:02:31,74,74.32%,83.33%
City Council Information | City of Los Angeles,83,60,0:01:18,4,75%,31.33%
Council District 7 - The City of Los Angeles,83,68,0:00:56,57,59.65%,56.63%
Brush Clearance Enforcement | City of Los Angeles,82,66,0:03:09,56,35.71%,64.63%
Golf Reservations | City of Los Angeles,82,70,0:02:49,52,42.31%,75.61%
"Subdivisions (Parcel Map, Tract Map, Private Streets General Inf) | City of Los Angeles",82,77,0:02:11,56,69.64%,64.63%
Sustainable Practices | City of Los Angeles,82,68,0:00:54,5,60%,19.51%
Taxicab Operation | City of Los Angeles,82,67,0:00:42,4,100%,21.95%
Candidate Information | City of Los Angeles,81,66,0:01:48,7,42.86%,39.51%
Mayor | City of Los Angeles,81,73,0:02:19,62,53.23%,61.73%
Multi Purpose Senior Centers (MPC) | City of Los Angeles,81,76,0:02:34,70,77.46%,82.72%
Policy Planning | City of Los Angeles,80,66,0:00:42,11,36.36%,27.5%
Sewer Permit - S Permit | City of Los Angeles,80,62,0:04:49,42,33.33%,55%
Bids and Construction Contracts | City of Los Angeles,79,70,0:02:43,11,9.09%,49.37%
City Departments | City of Los Angeles,79,69,0:00:51,6,50%,16.46%
DWP Discount Rates | City of Los Angeles,79,67,0:03:47,61,80.33%,74.68%
Accueil | Ville de Los Angeles,78,60,0:00:35,60,46.67%,52.56%
Burglar Alarms - LAPD | City of Los Angeles,78,60,0:02:15,7,85.71%,50%
Elysian Park | City of Los Angeles,78,71,0:02:45,60,56.67%,75.64%
Financial Aid | City of Los Angeles,78,63,0:00:34,14,35.71%,21.79%
InsideLA Mobile Application | City of Los Angeles,78,57,0:05:23,34,55.88%,55.13%
Residential Property Report | City of Los Angeles,78,63,0:04:17,47,46.81%,60.26%
Transportation Construction Traffic Management Committee | City of Los Angeles,78,48,0:02:28,3,33.33%,30.77%
Construction Contract Bidding Opportunities | City of Los Angeles,77,67,0:02:31,35,17.14%,59.74%
Request Parking Restrictions - The City of Los Angeles,77,67,0:05:39,40,72.5%,71.43%
Civic Center Area Parking Lots | City of Los Angeles,76,65,0:06:38,55,61.82%,73.68%
Day Laborer Program (Hiring Sites) | City of Los Angeles,76,72,0:01:56,29,68.97%,50%
Emergency Service/Trouble Requests | City of Los Angeles,76,70,0:04:30,66,75.76%,81.58%
Internal Transfer Opportunities | City of Los Angeles,76,69,0:02:22,0,0%,35.53%
Site Plan Review | City of Los Angeles,76,72,0:09:12,69,91.3%,90.79%
Green Building Plan Check and Inspection | City of Los Angeles,75,65,0:03:23,59,63.33%,81.33%
Sanitation Permits | City of Los Angeles,75,50,0:00:50,7,37.5%,22.67%
Request Traffic Safety and Controls | City of Los Angeles,74,63,0:05:51,40,41.46%,60.81%
Bicycle | City of Los Angeles,73,56,0:01:06,9,66.67%,30.14%
Candidate Fundraising and Spending | City of Los Angeles,73,53,0:01:39,13,61.54%,46.58%
Certification of Minority Business Enterprises (MBE) | City of Los Angeles,73,64,0:08:58,61,33.87%,80.82%
Send Feedback | City of Los Angeles,73,61,0:01:18,6,80%,24.66%
Engineering Review of Conditional Use Permits | City of Los Angeles,72,63,0:01:22,7,42.86%,48.61%
Get directions | City of Los Angeles,72,68,0:01:17,3,0%,29.17%
Housing & Community Investment Department (HCIDLA) Billing & Payments - The City of Los Angeles,72,53,0:01:58,53,50.94%,47.22%
Regularly scheduled rental housing code enforcement inspections (SCEP) | City of Los Angeles,72,63,0:02:40,49,53.06%,73.61%
Answer,71,50,0:13:07,50,68%,70.42%
City Employee Labor Memoranda of Understanding (MOUs) | City of Los Angeles,71,64,0:10:25,55,32.73%,81.69%
Grading Plan Check | City of Los Angeles,71,68,0:03:34,65,60%,78.87%
Search Registered Lobbyists | City of Los Angeles,71,65,0:04:37,56,18.97%,81.69%
City Council Meeting-Live and On-Demand | City of Los Angeles,70,59,0:02:15,35,8.11%,55.71%
Cityride | City of Los Angeles,70,56,0:02:43,53,45.28%,68.57%
Conventional Public Housing (Permanent) | City of Los Angeles,70,64,0:06:02,47,41.67%,72.86%
LA City Real Estate and Asset Management | City of Los Angeles,70,62,0:04:00,39,41.03%,67.14%
Scheduling Section 8 Property Inspection | City of Los Angeles,70,63,0:02:09,49,81.63%,67.14%
Hahn Series 2001-2005 | City of Los Angeles,69,58,0:01:58,15,13.33%,37.68%
Parcel Profile Report | City of Los Angeles,68,63,0:04:36,31,34.38%,70.59%
Medical Marijuana | City of Los Angeles,67,58,0:02:50,21,86.96%,64.18%
Boards and Commissions - The City of Los Angeles,66,59,0:02:52,6,66.67%,62.12%
Bureau of Street Services Complaints | City of Los Angeles,66,56,0:01:54,35,27.78%,54.55%
Dispute Resolution | City of Los Angeles,66,56,0:04:44,45,75.56%,71.21%
Zoopendous Nights | City of Los Angeles,66,60,0:06:03,59,40.32%,86.36%
Incentives: State Enterprise Zone Program | City of Los Angeles,65,56,0:07:07,45,43.48%,69.23%
Library Services | City of Los Angeles,65,60,0:00:43,7,71.43%,16.92%
Report Illegal Use of Disabled Parking and Placards | City of Los Angeles,65,59,0:03:58,45,66.67%,73.85%
Environmental Permits | City of Los Angeles,64,43,0:00:39,4,25%,18.75%
Youth Programs - LAPD | City of Los Angeles,64,54,0:03:08,47,63.83%,73.44%
Constitutional Policing Unit - LAPD | City of Los Angeles,63,57,0:08:44,57,82.46%,90.48%
Open bids & RFP's - LAX | City of Los Angeles,63,54,0:02:22,31,27.27%,52.38%
Hazardous Materials (CUPA) | City of Los Angeles,62,51,0:03:27,47,42.55%,69.35%
Online Request for Permit Inspection | City of Los Angeles,62,56,0:03:38,25,44%,51.61%
Port of Los Angeles Appoints Marla Bleavins as CFO | City of Los Angeles,62,48,0:01:59,8,37.5%,32.26%
Government Cable TV Station- LA CityView 35 | City of Los Angeles,61,51,0:03:11,42,51.16%,62.3%
Harbor Gateway North NC_PLANNING AND LAND USE COMMITTEE MEETING_Saturday 02.07.15 930AM | City of Los Angeles,61,22,0:00:28,0,0%,4.92%
Permit for Minor Right of Way Construction - A Permit | City of Los Angeles,61,52,0:05:32,11,41.67%,49.18%
Report a Property Violation (for Apartments) | City of Los Angeles,61,56,0:06:14,29,62.07%,70.49%
Sewer | City of Los Angeles,60,48,0:00:22,5,60%,18.33%
Specific Plans | City of Los Angeles,60,52,0:03:29,49,51.02%,78.33%
Supply Division - LAPD | City of Los Angeles,60,49,0:03:26,46,80.43%,78.33%
Water Resources Planning: One Water LA Plan | City of Los Angeles,60,48,0:03:21,28,42.86%,61.67%
City of Los Angeles Office of Finance Business Tax Webinars | City of Los Angeles,59,42,0:00:18,0,0%,18.64%
"Constituent Service, Office of the Mayor | City of Los Angeles",59,53,0:07:25,42,73.81%,69.49%
Help for Homebound Seniors | City of Los Angeles,59,53,0:02:43,48,47.92%,69.49%
Los Angeles Fire Department Brush Clearance Web Payment | City of Los Angeles,59,51,0:04:10,42,33.33%,61.02%
"Mayor, Council, Controller, City Attorney Offices | City of Los Angeles",59,50,0:00:21,6,66.67%,10.17%
Pre-Inspections | City of Los Angeles,59,54,0:02:28,49,73.47%,72.88%
Sewer Capacity Availability Review and Clearance | City of Los Angeles,59,42,0:03:07,41,53.66%,47.46%
Crime Control & Prevention | City of Los Angeles,58,45,0:02:42,14,64.29%,27.59%
"City Charter, Rules, and Codes - The City of Los Angeles",57,35,0:02:51,3,100%,40.35%
Citywide Minimum Wage / City Administrative Officer / Chief Legislative Analyst / Economic Workforce Development Department / Procure an Economic Analysis | City of Los Angeles,57,49,0:01:12,0,0%,12.28%
Department of Cultural Affairs Public Art Division | City of Los Angeles,57,45,0:05:26,38,44.74%,63.16%
Fire Dept. Fire Station Locations | City of Los Angeles,57,51,0:01:14,39,61.54%,77.19%
Other City Commissions | City of Los Angeles,57,50,0:00:43,11,36.36%,14.04%
Overload Permits | City of Los Angeles,57,46,0:06:42,14,40%,75.44%
Oversize Vehicle Parking Permits | City of Los Angeles,57,51,0:04:05,34,47.06%,64.91%
Permits | City of Los Angeles,57,50,0:01:29,10,50%,35.09%
Zoning Letter Request for Individual Property | City of Los Angeles,57,49,0:08:01,33,60.61%,75.44%
Building and Safety Inspection Scheduling | City of Los Angeles,56,52,0:03:35,22,72.73%,67.86%
Complaint - LAPD (How to Make a Complaint) | City of Los Angeles,56,46,0:01:52,41,66.67%,67.86%
Department of Cultural Affairs Community Arts Division | City of Los Angeles,56,48,0:01:34,37,37.84%,42.86%
"Public Works Projects Bid Results, Summaries, and Evaluations | City of Los Angeles",56,43,0:01:19,19,26.32%,48.21%
Animal Traps | City of Los Angeles,55,49,0:04:28,42,64.29%,78.18%
Celebrate African American Heritage Month with New Titles in Our African American Collection | City of Los Angeles,55,49,0:00:30,15,80%,36.36%
Claims Board Agenda | City of Los Angeles,55,31,0:00:28,3,66.67%,9.09%
Damaged Traffic Signals or Stop Signs | City of Los Angeles,55,53,0:08:29,35,57.14%,78.18%
Dangerous Animal | City of Los Angeles,55,45,0:03:43,11,58.33%,60%
Emergency Medical Services Billing - The City of Los Angeles,55,50,0:00:41,50,82%,78.18%
Trees | City of Los Angeles,55,45,0:01:20,4,50%,20%
Zoning Code Manual and Commentary | City of Los Angeles,55,52,0:02:34,25,20%,67.27%
Pick Up Preferential Parking Permits - The City of Los Angeles,54,47,0:01:56,46,73.91%,74.07%
Environmental | City of Los Angeles,53,40,0:01:08,5,40%,11.32%
Fire Department - Red Flag Day Parking Restriction | City of Los Angeles,53,52,0:02:44,43,79.07%,81.13%
GIS Map Gallery Department of City Planning | City of Los Angeles,53,48,0:03:29,9,22.22%,43.4%
Parking and Transportation | City of Los Angeles,53,42,0:02:35,5,80%,32.08%
Payments - The City of Los Angeles,53,28,0:01:38,1,0%,28.3%
Records/Status Lookup - The City of Los Angeles,53,39,0:00:23,2,50%,9.43%
Request for Proposal | City of Los Angeles,53,42,0:00:45,3,33.33%,20.75%
City Planning Commission Meeting Agenda | City of Los Angeles,52,28,0:01:04,3,0%,25%
Elevator Code Questions and Complaints | City of Los Angeles,52,48,0:02:18,42,46.51%,75%
Excavation Permit for Utility Companies - U Permit | City of Los Angeles,52,41,0:03:36,31,22.58%,57.69%
Request Sewer Maintenance/Repair | City of Los Angeles,52,45,0:00:58,31,83.87%,80.77%
Section 8 program Housing Assistance | City of Los Angeles,52,46,0:02:36,19,57.89%,51.92%
About the City Seal | City of Los Angeles,51,41,0:03:15,6,50%,25.49%
Permits for Encroachment on Public Right of Ways - R Permit | City of Los Angeles,51,45,0:06:40,22,31.82%,58.82%
Planning and Land Use Management Committee Meeting - CANCELLED | City of Los Angeles,51,37,0:00:32,22,9.09%,43.14%
Utility Tax Exemption | City of Los Angeles,51,46,0:03:29,20,55%,54.9%
Boiler/Pressure Vessel Inspection | City of Los Angeles,50,40,0:02:14,35,45.95%,68%
Building Trade Examination Applications and Licenses | City of Los Angeles,50,45,0:04:29,31,41.94%,68%
Fire Prevention Bureau - Public Assemblage | City of Los Angeles,50,43,0:05:04,38,44.74%,66%
Mayor's Office of Housing & Economic Development | City of Los Angeles,50,43,0:02:10,31,64.52%,56%
Curbside Passenger Pickup/Dropoff - LAX | City of Los Angeles,49,47,0:01:23,45,82.22%,89.8%
"Permits, Licenses, and Inspections - The City of Los Angeles",49,37,0:00:11,2,0%,10.2%
Plan Check | City of Los Angeles,49,41,0:02:36,31,58.06%,53.06%
"Port of LA (Harbor Department) Contracts, Bids, and Purchase Orders | City of Los Angeles",49,43,0:03:17,36,41.67%,63.27%
Q Conditions -- Information and Sign-Off Clearance | City of Los Angeles,49,43,0:07:28,36,61.11%,77.55%
Fire Permits Renewal Information | City of Los Angeles,48,45,0:01:47,20,25%,47.92%
Small Business Loan Program | City of Los Angeles,48,40,0:03:17,36,58.33%,54.17%
Text-a-Tip - LAPD | City of Los Angeles,48,39,0:04:04,38,65.79%,77.08%
Accessibility Services for Voters with Disabilities Video Now Available. | City of Los Angeles,47,40,0:00:17,4,50%,25.53%
Board of Police Commissioners Meeting Agenda | City of Los Angeles,47,29,0:02:24,1,0%,21.28%
City of Los Angeles 41st Program Year (2015-16) Consolidated Action Plan. | City of Los Angeles,47,43,0:01:39,4,75%,38.3%
Excavation Permit for Private Contractors - E Permit | City of Los Angeles,47,40,0:08:36,19,63.16%,61.7%
InsideLA Smartphone Mobile Application | City of Los Angeles,47,27,0:07:09,12,50%,27.66%
Motor Transport Division - LAPD | City of Los Angeles,47,44,0:04:31,39,69.23%,87.23%
Police Permits Renewals Information | City of Los Angeles,47,37,0:01:55,17,29.41%,48.94%
Fire Dept. Personnel Service | City of Los Angeles,46,41,0:02:35,38,89.47%,86.96%
Gang Units / Details - LAPD | City of Los Angeles,46,43,0:03:01,42,92.86%,91.3%
Passenger Paging - LAX | City of Los Angeles,46,37,0:07:12,37,59.46%,76.09%
Report Broken Parking Meters | City of Los Angeles,46,38,0:02:45,31,48.39%,71.74%
Service Requests - The City of Los Angeles,46,40,0:00:59,0,0%,6.52%
Council District 8 | City of Los Angeles,45,42,0:05:35,39,58.97%,77.78%
Education and Personal Development - The City of Los Angeles,45,38,0:00:14,1,0%,8.89%
Training Division - LAPD (Elysian Park) | City of Los Angeles,45,43,0:04:14,39,75%,91.11%
"Background, Certifications, Folders, Records (Personnel) | City of Los Angeles",44,39,0:01:16,15,80%,43.18%
Certification of Disadvantaged Business Enterprises (DBE) | City of Los Angeles,44,33,0:01:45,30,50%,68.18%
"Finance, Office of | City of Los Angeles",44,44,0:04:25,0,0%,65.91%
Home | Cidade de Los Angeles,44,36,0:00:32,34,29.41%,38.64%
Hydrants & Access Unit | City of Los Angeles,44,36,0:01:26,32,78.12%,75%
Los Angeles Police Athletic and Revolver Club | City of Los Angeles,44,40,0:08:23,40,77.5%,90.91%
Scientific Investigation Division - LAPD | City of Los Angeles,44,43,0:04:07,36,72.22%,77.27%
Surplus Property/Land Sales | City of Los Angeles,44,44,0:06:30,38,51.28%,81.82%
Voter Information | City of Los Angeles,44,38,0:00:48,3,66.67%,43.18%
Film Permits | City of Los Angeles,43,31,0:00:27,4,50%,23.26%
Free City Wi-Fi and Public Access Computers | City of Los Angeles,43,38,0:02:52,7,75%,44.19%
Private Property Survey | City of Los Angeles,43,37,0:00:42,34,85.29%,79.07%
Submit Feedback - The City of Los Angeles,43,28,0:00:45,6,100%,34.88%
Workers' Compensation - Sworn Fire Claims | City of Los Angeles,43,38,0:01:16,36,75%,69.77%
Animal Cruelty | City of Los Angeles,42,36,0:02:45,25,76.92%,71.43%
Executive Opportunities | City of Los Angeles,42,37,0:00:57,0,0%,28.57%
Personnel | City of Los Angeles,42,34,0:01:32,22,9.09%,42.86%
Personnel Department Equal Employment Opportunity | City of Los Angeles,42,37,0:01:20,2,50%,23.81%
Zoning Affidavit Verification | City of Los Angeles,42,32,0:02:25,19,42.11%,64.29%
Banner Permits | City of Los Angeles,41,38,0:02:31,10,50%,29.27%
Board of Water and Power Commissioners Agenda | City of Los Angeles,41,29,0:00:56,7,71.43%,34.15%
Certification of Small and Local Business Enterprises (SLBE) | City of Los Angeles,41,39,0:03:46,8,11.11%,48.78%
Fire Dept. No-Smoking Ordinance Enforcement | City of Los Angeles,41,37,0:00:50,34,88.24%,78.05%
For Seniors | City of Los Angeles,41,25,0:00:47,9,33.33%,24.39%
Impounded/Towed Vehicle - The City of Los Angeles,41,37,0:02:08,14,85.71%,68.29%
LA PARKS Service Request Application | City of Los Angeles,41,34,0:00:58,4,0%,36.59%
Lot Split Information | City of Los Angeles,41,34,0:01:49,25,56%,68.29%
Move In-Move Out Extra Trash Collection Services | City of Los Angeles,41,35,0:02:13,16,75%,63.41%
Solid Waste Collection Services | City of Los Angeles,41,37,0:03:04,6,33.33%,43.9%
Swimming Pool Draining Tips | City of Los Angeles,41,33,0:05:49,31,64.52%,73.17%
"Tract Maps, Parcel Maps | City of Los Angeles",41,37,0:04:27,11,54.55%,34.15%
Zone Info & Map Access System (ZIMAS) Tech Support - The City of Los Angeles,41,36,0:00:44,36,63.89%,63.41%
Adult Entertainment Establishment Location Enforcement | City of Los Angeles,40,34,0:02:53,27,81.48%,62.5%
