Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
MARLTON AV ,BETWEEN,MARTIN LUTHER KING BL & 39 th ST,AUTO,SR,July 12 2011,TUE,,,5136,9319,14455
MARMION WY,AT ,FIGUEROA ST,MAN,CR,July 19 2011,TUE,,,20325,13778,34103
MARR ST,W/O,ABBOTT KINNEY BL,AUTO,WR,September 04 2013,WED,728,855,0,0,1583
MARTEL AV ,S/O,HOLLYWOOD BL,AUTO,HW,April 28 2014,MON,0,0,708,593,1301
MARTEL AV ,AT,HAWTHORN AV,AUTO,HW,April 28 2014,MON,0,0,1076,1147,2223
MARTIN LUTHER KING BL,AT,BROADWAY,AUTO,SR,December 04 2012,TUE,,,12693,13419,26112
MARTIN LUTHER KING BL,AT,WILTON PL,AUT,SR,April 18 2013,THU,16141,16062,0,0,32203
MARTIN LUTHER KING BL,AT,CRENSHAW BL,MAN,SR,January 17 2013,THU,0,0,18957,14255,33212
MARTIN LUTHER KING BL,AT,HALLDALE AV,MAN,SR,July 30 2013,TUE,18278,15059,0,0,33337
MARTIN LUTHER KING JR BL,AT,CENTRAL AV,AUTO,SR,July 08 2011,FRI,,,11386,11296,22682
MATEO ST,AT,INDUSTRIAL ST   (ONE WAY),MAN,CR,August 01 2013,THU,0,0,2268,2876,5144
MAURETANIA ST,E/O,FIGUEROA ST,AUTO,SR,January 06 2014,MON,338,218,0,0,556
MAYFIELD AV ,AT,BUNDY DR,MAN,WR,March 21 2013,THU,736,616,0,0,1352
MAYFIELD AV AT,AT,BUNDY DR,AUT,WR,April 02 2013,TUE,1172,804,0,0,1976
Mc CADDEN PL,AT,HOLLYWOOD BL,AUT,HW,April 09 2013,TUE,0,0,1047,1522,2569
Mc CADDEN PL,AT,HOLLYWOOD BL,AUT,HW,April 11 2013,THU,0,0,969,1822,2791
Mc CADDEN PL,AT,HOLLYWOOD BL,AUT,HW,April 10 2013,WED,0,0,1605,2018,3623
MC COLLUM ST,AT,BERKELEY AV,AUT,HW,March 27 2013,WED,0,0,658,573,1231
Mc DONALD AV,AT,G ST,AUTO,SR,July 08 2011,FRI,,,1555,11783,13338
Mc KINLEY AV,AT,52 nd ST,AUTO,CR,January 06 2014,MON,0,0,2193,2407,4600
McCADDEN PL,AT,3 rd ST,MAN,HW,October 10 2013,THU,0,0,985,599,1584
McFARLAND AV,AT,ANAHEIM ST,MAN,SR,April 30 2014,WED,0,0,0,400,400
MCKINLEY AV,S/O,108 th ST,AUTO,EV,April 28 2011,THU,,,1194,1463,2657
MCKINLEY AV,S/O,109 th ST,MAN,CR,February 22 2011,TUE,,,16845,18307,35151
MCVINE AV ,AT,FOOTHILL BL,MAN,HW,June 29 2011,WED,,,750,416,1166
MECHAM AV,S/O,60 th ST,AUTO,SR,January 07 2014,TUE,0,0,200,92,292
MELROSE AV,A,SEWARD ST,MAN,SR,November 14 2012,WED,1250,954,0,0,2204
MELROSE AV,AT,LARCHMONT BL,AUTO,HW,December 02 2012,SUN,,,4964,4665,9629
MELROSE AV,AT,COLE AV,AUTO,HW,November 28 2012,WED,,,5180,4549,9729
MELROSE AV,AT,LAS PALMAS AV,AUTO,HW,November 30 2012,fri,,,5668,4620,10288
MELROSE AV,AT,SEWARD ST,AUTO,HW,December 01 2012,SAT,,,5850,5492,11342
MELROSE AV,AT,WESTMORELAND AV,AUTO,HW,March 20 2014,THU,5953,7399,0,0,13352
MELROSE AV,AT,MANHATTAN PL,MAN,CR,January 13 2011,THU,11872,12309,,,24182
MELROSE AV,AT,PLYMOUTH BL,AUTO,HW,April 21 2011,THU,17487,19598,,,37085
MESA ST,AT,4 th ST,AUTO,HW,April 21 2011,THU,18269,16868,,,35137
MESQUIT ST,N/O,JESSE ST,AUTO,HW,April 21 2011,THU,18729,19086,,,37815
MEYLER ST,AT,2 nd ST,AUT,SR,April 16 2013,TUE,0,0,322,536,858
MEYLER ST,AT,6 th ST,AUTO,CR,May 09 2011,MON,14524,18567,,,33091
MICHELTORENA ST,AT,LONDON ST,MAN,HW,May 23 2013,THU,0,0,157,202,359
MILBANK ST,AT,VAN NUYS BL,AUTO,CR,May 09 2011,MON,11934,16751,,,28685
MILLER DR,N/O,SUNSET BL,AUTO,CR,May 09 2011,MON,20374,20503,,,40877
MISSION RD,AT,CESAR CHAVEZ AV,AUTO,CR,June 26 2013,WED,0,0,8176,12736,20912
MISSION RD,AT,GRIFFIN / ZONAL AV,AUTO,CR,June 25 2013,TUE,0,0,12741,13832,26573
MISSION RD,N/O,JESSIE ST,AUTO,WR,June 20 2011,MON,20596,19999,,,40595
MISSION RD ,AT,1 st ST,AUTO,CR,July 08 2013,MON,0,0,1620,4345,5965
MISSION RD ,AT,MARQUEZ ST,AUTO,CR,June 26 2013,WED,0,0,5960,5313,11273
MISSION RD ,S/O,VALLEY BL,AUTO,CR,June 25 2013,TUE,0,0,6527,11500,18027
MISSION RD ,AT,MARENGO ST,AUTO ,CR,July 08 2013,MON,0,0,14862,17036,31898
MISSISSIPPI AV,AT,SAWTELLE BL,AUTO,WR,October 21 2013,MON,789,3592,0,0,4381
MOHAWK ST,AT,SUNSET BL,AUTO,WR,June 20 2011,MON,18113,17795,,,35908
MONO ST,AT,ST GEORGE ST,MAN,HW,August 20 2013,TUE,282,139,0,0,421
MONON ST,S/O,TRACY ST,AUTO,HW,June 20 2011,MON,18853,18183,,,37036
MONTANA ST,AT,GLENDALE BL,MAN,HW,December 12 2013,THU,3382,2517,0,0,5899
MONTEREY RD,AT,HARDISON WAY,AUTO,CR,July 09 2013,TUE,0,0,3220,3198,6418
MONTEREY RD,AT,VIA MARISOL,AUTO,CR,July 09 2013,TUE,0,0,5886,4862,10748
MONTEREY RD,AT,WHEELING WAY,AUTO,CR,July 09 2013,TUE,0,0,5767,6003,11770
MONTEREY RD,AT,WHEELING WAY,AUTO,CR,July 09 2013,TUE,0,0,5767,6003,11770
MONTEREY RD ,AT,PARK DWY,AUTO,CR,July 15 2013,MON,0,0,5807,4724,10531
MONTEREY RD ,AT,KENDALL AV,AUTO,CR,July 15 2013,MON,0,0,6005,5249,11254
MONTEREY RD ,AT,LOMITAS AV,AUTO,CR,July 15 2013,MON,0,0,7008,6543,13551
MOORPARK ST,AT,LANKERSHIM BL,AUTO,HW,June 21 2011,TUE,17392,17739,,,35131
MOORPARK ST,AT,VAN NUYS BL,AUTO,HW,June 21 2011,TUE,18649,18267,,,36916
MORGAN AV,AT,41 st ST,MAN,CR,March 19 2013,TUE,4427,4883,0,0,9310
MORGAN ST ,AT,41 st ST,AUTO,HW,June 21 2011,TUE,17651,17224,,,34875
MORRISON ST,AT,SEPULVEDA BL,MAN,EV,February 13 2013,WED,308,1154,0,0,1462
MORRISON ST,AT,SEPULVEDA BL,AUTO,HW,June 21 2011,TUE,18321,18586,,,36907
MOTOR AV,AT,NATIONAL BL,MAN,WR,May 20 2014,TUE,0,0,4390,2665,7055
MOTOR AV,AT,MANNING AV,AUTO,WR,September 16 2013,MON,0,0,6721,,12836
MOTOR AV,AT,NATIONAL BL,AUTO,WR,September 16 2013,MON,0,0,6260,6920,13180
MOTOR AV,AT,NATIONAL BL,MAN,WR,November 19 2013,TUE,0,0,8817,7052,15869
MOTOR AV,AT,WOODBINE ST,AUTO,CR,December 11 2012,TUE,14076,12008,,,26084
MULHOLLAND DR,AT,DESMOND ESTATES RD/PYRAMID PL,MAN,EV,April 13 2013,SAT,900,726,0,0,1626
MULHOLLAND DR,AT,DESMOND ESTATES RD,MAN,EV,April 04 2013,THU,1320,1509,0,0,2829
MULHOLLAND DR,AT,CASIANO RD,MAN,CR,January 16 2013,WED,14756,8469,0,0,23225
MULHOLLAND DR,AT,MULHOLLAND PL,MAN,CR,January 17 2013,THU,21110,29678,0,0,50788
MULLEN AV,AT,DOCKWEILER ST,MAN,HW,June 11 2013,TUE,0,0,247,249,496
MULLEN AV,AT,8 th ST,MAN,HW,August 15 2013,THU,0,0,378,580,958
MYERS ST,S/O ,KEARNY ST,MAN,WR,March 22 2012,THU,529,228,0,0,757
MYRA AV,S/O,TRACY ST,AUTO,SR,July 11 2011,MON,402,285,,,687
N BROADWAY,AT,ELYSIAN PARK DR,MAN,HW,November 28 2012,WED,0,0,0,1873,1873
N BROADWAY,AT,AVE 20,MAN,HW,December 18 2012,TUE,0,0,1981,1976,3957
N BROADWAY,AT,HANCOCK ST,AUT,CR,April 03 2013,WED,13275,14706,0,0,27981
N BROADWAY,AT,HANCOCK ST,AUT,CR,April 04 2013,THU,13625,14618,0,0,28243
N BROADWAY,AT,HANCOCK ST,MAN,CR,April 03 2013,WED,18680,10295,0,0,28975
N BROADWAY ,AT,HANCOCK ST,AUT,CR,April 02 2013,TUE,13714,14875,0,0,28589
N MAIN ST,AT,ARCADIA ST,MAN,CR,December 05 2012,WED,0,0,6737,0,6737
N MAIN ST,AT,ARCADIA ST,MAN,WV,January 13 2011,THU,2785,5440,,,8225
N SPRING ST,AT,BAKER ST,MAN,WV,January 14 2011,FRI,3673,8627,,,12300
N SPRING ST,S/O,ELMYRA ST,AUTO,CR,September 26 2013,THU,0,0,8575,8831,17406
N SPRING ST,S/O,AURORA ST,AUTO,CR,September 26 2013,THU,0,0,9517,9616,19133
N SPRING ST,AT,BAKER ST,AUTO,EV,May 25 2011,WED,11598,11944,,,23542
N SPRING ST,AT,RONDOUT/ELMYRA STS,AUTO,EV,March 29 2011,TUE,11772,12041,,,23813
N SPRING ST,AT,ROUNDOUT/ELMYRA,MAN,CR,December 19 2012,WED,0,0,10326,14798,25124
N SPRING ST,AT,BAKER ST,MAN,CR,December 20 2012,THU,0,0,13997,11228,25225
N SPRING ST ,AT,ELMYRA ST,MAN,WV,November 02 2011,WED,10446,14163,,,24609
N VENICE BL RAMPS,AT,GRAND AV,MAN,WR,May 21 2013,TUE,0,0,2099,0,2099
NASH DR,N/O,JEWETT DR,AUTO,EV,December 12 2012,WED,14628,15882,0,0,30510
NATIONAL BL,AT,MOTOR AV,MAN,WR,May 20 2014,TUE,2644,2926,0,0,5570
NATIONAL BL,AT,MOTOR AV,MAN,WR,November 19 2013,TUE,4120,7356,0,0,11476
NATIONAL BL,E/O,MANNING AV,AUTO,SR,June 08 2011,WED,,,6634,5544,12178
NATIONAL BL,AT,MOTOR AV,AUTO,WR,September 16 2013,MON,3450,9687,0,0,13137
NEW HAMPSHIRE AV,AT,JAMES M WOOD BL,MAN,HW,June 26 2013,WED,0,0,263,1147,1410
NEW HAMPSHIRE AV,AT,4 th ST,AUTO,SR,June 08 2011,WED,,,10282,8419,18701
NOBLE AV ,N/O,VANOWEN ST,AUTO,SR,June 08 2011,WED,,,8448,6429,14877
NORDHOFF ST,AT ,RESEDA BL,MAN,EV,April 26 2011,TUE,,,1485,790,2275
NORDHOFF ST,AT ,COSTELLO AV,AUTO,EV,March 23 2011,WED,,,1844,828,2672
NORDHOFF ST,AT,VAN NUYS BL,AUTO,SR,September 27 2011,TUE,,,8113,5458,13571
NORDHOFF ST,W/O,OSBORNE ST,AUTO,WV,January 06 2014,MON,7376,7422,0,0,14798
NORDHOFF ST,AT,VAN NUYS BL,MAN,SR,November 14 2012,WED,0,0,11437,8815,20252
NORDHOFF ST,AT,KESTER AV,AUTO,WV,January 06 2014,MON,16071,11568,0,0,27639
NORDHOFF ST,AT ,RESEDA BL,MAN,SR,December 06 2011,TUE,24294,32985,,,57279
NORDHOFF WY,AT,TAMPA AV,AUTO,WR,June 13 2011,MON,,,5250,5493,10743
NORDHOFF WY,AT,MIKUNI AV,AUTO,WR,June 13 2011,MON,,,6145,5377,11522
NORMANDIE AV,AT,48 th ST,MAN,CR,October 19 2011,WED,,,291,,291
NORMANDIE AV,AT ,ADAMS BL,AUTO,SR,September 27 2011,TUE,,,492,473,965
NORMANDIE AV,AT,35 th ST,AUTO,CR,January 06 2011,THU,,,514,489,1003
NORMANDIE AV,AT,43 rd ST,AUTO,SR,July 11 2011,MON,,,801,401,1202
NORMANDIE AV,AT,WASHINGTON BL,AUTO,SR,December 14 2011,WED,,,757,990,1747
NORMANDIE AV,AT,29 th ST,AUTO,WR,June 13 2011,MON,,,789,1303,2092
NORMANDIE AV,AT ,54 th ST,AUTO,WR,August 14 2011,SUN,,2185,,,2185
NORMANDIE AV,AT,51 st ST,AUTO,WR,August 13 2011,SAT,,2450,,,2450
NORMANDIE AV,AT,MARTIN LUTHER KING JR BL,AUTO,WR,August 12 2011,FRI,,3541,,,3541
NORMANDIE AV,AT,39 th ST,AUTO,EV,April 26 2011,TUE,3347,1869,,,5216
NORMANDIE AV,AT,37 th PL,AUTO,SR,January 06 2011,THU,3939,2713,,,6652
NORMANDIE AV,AT,56 th ST,AUTO,WR,June 13 2011,MON,,,4959,4465,9424
NORMANDIE AV,AT,257 th ST,AUTO,SR,January 08 2014,WED,0,0,6625,6754,13379
NORMANDIE AV,AT,EXPOSITION BL,AUTO,EV,April 14 2011,THU,10235,8625,,,18860
NORMANDIE AV,AT,91 st ST,AUTO,SR,April 15 2014,TUE,0,0,10137,9045,19182
NORMANDIE AV,AT,42 nd PL,MAN,CR,September 24 2013,TUE,0,0,13985,11273,25258
NORMANDIE AV,AT,81 st ST,AUTO,HW,August 29 2011,MON,11728,13566,,,25294
NORMANDIE AV,AT,42 nd PL,AUTO,CR,September 18 2013,WED,0,0,13486,12362,25848
NORMANDIE AV,AT,58 th PL,AUTO,HW,August 29 2011,MON,13264,12956,,,26220
NORMANDIE AV,AT,SLAUSON AV,AUTO,HW,August 30 2011,TUE,12712,13642,,,26354
NORMANDIE AV,AT,77 th ST,AUTO,HW,August 29 2011,MON,12816,13653,,,26469
NORMANDIE AV,AT,53 rd ST,AUTO,SR,March 27 2014,THU,0,0,13470,13215,26685
NORMANDIE AV,AT,24 th ST,AUTO,HW,August 30 2011,TUE,12908,13988,,,26896
NORMANDIE AV,AT,90 th ST,MAN,HW,February 03 2011,THU,14326,12906,,,27232
NORMANDIE AV,AT,VENICE BL,AUTO,HW,August 30 2011,TUE,12446,15077,,,27523
NORMANDIE AV,AT,94 th PL,AUTO,HW,August 29 2011,MON,13899,13884,,,27783
NORMANDIE AV,AT,55 th ST,MAN,HW,February 01 2011,TUE,13954,15910,,,29864
NORMANDIE AV,AT,24 th ST,MAN,SR,January 17 2013,THU,0,0,18957,14255,33212
NORMANDIE AV ,AT,FLORENCE AV,AUTO,HW,August 31 2011,WED,7958,13714,,,21672
NORMANDIE AV ,AT,67 th ST,AUTO,HW,August 30 2011,TUE,12518,14120,,,26638
NORRIS AV,AT,VAN NUYS BL,AUTO,HW,August 31 2011,WED,12721,13421,,,26142
NORTH BROADWAY,AT,SICHEL ST,AUTO,HW,August 31 2011,WED,15822,13761,,,29583
NORTON AV,AT,6 th ST,MAN,HW,October 03 2012,WED,0,0,1363,595,1958
NORTON AV,AT,4 th ST,AUTO,HW,September 01 2011,THU,13028,12598,,,25626
OCCIDENTAL BL ,AT,TEMPLE ST,AUTO,HW,March 20 2014,THU,0,0,1266,324,1590
OCEAN AV,AT,MABERY RD,AUTO,WR,May 24 2014,SAT,0,0,4101,2088,6189
OCEAN AV,AT,MABERY RD,AUTO,WR,May 25 2014,SUN,0,0,4569,2261,6830
OCEAN AV,AT,MABERY RD,AUTO,WR,May 26 2014,MON,0,0,4488,2418,6906
OCEAN AV,AT,MABERY RD,AUTO,WR,May 22 2014,THU,0,0,4961,2816,7777
OCEAN AV,AT,MABERY RD,AUTO,WR,May 23 2014,FRI,0,0,5908,2792,8700
O'FARRELL ST,AT,PACIFIC AV,MAN,SR,November 14 2012,WED,1250,954,0,0,2204
O'FARRELL ST,AT,PACIFIC AV,AUTO,HW,September 01 2011,THU,13152,12996,,,26148
OGDEN DR,AT,PACKARD ST,AUTO,HW,October 08 2013,TUE,0,0,222,395,617
OGDEN DR,AT,8 th ST,AUTO,HW,July 09 2013,TUE,0,0,278,909,1187
OGDEN DR,S/O,3 rd ST,AUTO,HW,September 06 2011,TUE,10082,11232,,,21314
OGDEN DR,S/O,3 rd ST,AUTO,HW,September 06 2011,TUE,11289,11352,,,22641
OGDEN DR,S/O,3 rd ST,AUTO,HW,September 06 2011,TUE,11828,11166,,,22994
OGDEN DR,S/O,3 rd ST,AUTO,HW,September 01 2011,THU,13164,13193,,,26357
OGDEN DR ,AT,PACKARD ST,MAN,HW,January 07 2014,TUE,0,0,148,289,437
OLIVE DR ,E/O,HILLSBORO,AUTO,EV,May 15 2014,THU,5169,4996,0,0,10165
OLMSTED AV,AT,COLISEUM ST,AUTO,HW,April 21 2014,MON,0,0,394,285,679
OLYMPIC BL,AT,SOTO ST,MAN,WV,November 02 2011,WED,,,726,813,1539
OLYMPIC BL,AT,MUIRFIELD AV,AUTO,SR,November 08 2011,TUE,,,6965,,6965
OLYMPIC BL,AT,CAMULOS ST,AUTO,WV,February 08 2011,TUE,5886,7346,,,13232
OLYMPIC BL,AT,GRAND VIEW ST,AUTO,WV,February 08 2011,TUE,6598,8665,,,15263
OLYMPIC BL,AT,DUNSMUIR AV,AUTO,HW,September 13 2011,TUE,7680,8958,,,16638
OLYMPIC BL,AT,SOTO ST,AUTO,HW,September 07 2011,WED,6942,10826,,,17768
OLYMPIC BL,AT,UNION AV,AUTO,HW,September 08 2011,THU,10209,10316,,,20525
OLYMPIC BL,AT,VERMONT AV,AUTO,HW,September 08 2011,THU,11010,10192,,,21202
OLYMPIC BL,AT,HUDSON AV,AUTO,HW,September 13 2011,TUE,13048,8364,,,21412
OLYMPIC BL,AT,SPAULDING AV,AUTO,HW,September 13 2011,TUE,12815,8895,,,21710
OLYMPIC BL,AT,CRENSHAW BL,AUTO,HW,September 07 2011,WED,9949,12076,,,22025
OLYMPIC BL,AT,WESTCHESTER PL,AUTO,HW,September 07 2011,WED,10054,12233,,,22287
OLYMPIC BL,AT,5 th AV,AUTO,HW,September 07 2011,WED,10277,12063,,,22340
OLYMPIC BL,AT,LONGWOOD AV,AUTO,HW,September 13 2011,TUE,15105,8587,,,23692
OLYMPIC BL,AT,HI POINT ST,AUTO,HW,September 12 2011,MON,13049,10888,,,23937
OLYMPIC BL,AT,ALVARADO ST,AUTO,HW,September 08 2011,THU,12980,11118,,,24098
OLYMPIC BL,AT,BEDFORD ST,AUTO,HW,September 12 2011,MON,16492,14489,,,30981
OLYMPIC BL,AT,KENISTON AV,MAN,HW,October 15 2013,TUE,18673,16464,0,0,35137
OLYMPIC BL,AT,GRAND VIEW ST,MAN,HW,January 17 2013,THU,21110,29678,0,0,50788
OLYMPIC BL  ,AT,CAMULOS ST,MAN,CR,January 16 2013,WED,14756,8469,0,0,23225
OLYMPIC BL E/B RAMPS FOX PLAZA,AT,AVE OF THE STARS,AUTO,EV,April 06 2011,WED,5680,9590,,,15270
OLYMPIC BL E/B RAMPS/FOX PLAZA,AT,AVE OF THE STARS,MAN,WR,March 22 2012,THU,529,228,0,0,757
OPP ST,AT,MAHAR AV,MAN,EV,May 19 2011,THU,8152,10716,,,18868
ORANGE BL,AT,SUNSET BL,MAN,HW,December 18 2012,TUE,0,0,1981,1976,3957
ORANGE DR ,AT,SUNSET BL,AUTO,WV,July 14 2011,THU,5719,7812,,,13531
ORANGE DR (E INTER),AT,HOLLYWOOD BL,MAN,HW,November 29 2012,THU,0,0,2195,0,2195
ORANGE DR (EAST INTERSECTION),AT,HOLLYWOOD BL,AUTO,WV,July 14 2011,THU,2884,3749,,,6633
ORANGE DR (W INTER),AT,HOLLYWOOD BL,MAN,HW,November 28 2012,WED,0,0,0,1873,1873
ORANGE DR (WEST INTERSECTION),AT,HOLLYWOOD BL,MAN,WV,August 09 2011,TUE,1354,1231,,,2585
ORION AV,AT,PLUMMER ST,AUT,EV,April 22 2013,MON,0,0,1065,382,1447
OSBORNE ST JOG NEAR TERRA BELLA,S/O,FOOTHILL BL,AUT,EV,April 09 2013,TUE,0,0,10012,8410,18422
OUTPOST DR,N/O,MALAGA RD,AUTO,HW,September 25 2013,WED,0,0,2528,2394,4922
OUTPOST DR,S/O,MALAGA RD,AUTO,HW,September 25 2013,WED,0,0,2419,2572,4991
OUTPOST DR,AT,MALAGA RD,MAN,HW,December 17 2013,TUE,0,0,2731,2637,5368
OUTPOST DR,N/O,MALAGA RD,AUTO,HW,September 24 2013,TUE,0,0,2801,3108,5909
OXFORD AV,AT,11 th ST,MAN,HW,January 14 2014,TUE,0,0,411,1337,1748
OXFORD AV,AT,11 th ST,AUTO,HW,November 25 2013,MON,0,0,552,1770,2322
OXFORD AV,AT,11 th ST,AUTO,HW,February 22 2014,SAT,0,0,579,2096,2675
OXFORD AV,AT,2 nd ST,AUTO,HW,November 07 2013,THU,0,0,4040,4194,8234
OXNARD ST,AT,LANKERSHIM BL,AUTO,WR,January 24 2011,MON,,,204,184,388
OXNARD ST,AT,VAN NUYS BL,AUTO,EV,July 27 2011,WED,,,971,979,1950
OXNARD ST,AT,PLATT AV,AUTO,EV,April 12 2011,TUE,1975,3588,,,5563
OXNARD ST,W/O,CAHUENGA BL,AUTO,EV,February 24 2014,MON,4097,4456,0,0,8553
OXNARD ST,AT,LINDLEY AV,AUTO,WV,August 29 2011,MON,5961,3243,,,9204
OXNARD ST,AT,VARIEL AV,MAN,WV,March 19 2014,WED,5407,5856,0,0,11263
OXNARD ST,E/O,TUJUNGA AV,AUTO,EV,February 25 2014,TUE,7965,7028,0,0,14993
OXNARD ST,W/O,VINELAND AV,AUTO,EV,February 24 2014,MON,7293,9344,0,0,15637
OXNARD ST,E/O,SEPULVEDA BL,AUTO,EV,March 06 2014,THU,11407,9425,0,0,20832
OXNARD ST,E/O,KESTER AV,AUTO,EV,March 06 2014,THU,12058,12056,0,0,21114
OXNARD ST,E/O,TYRONE AV,AUTO,EV,March 05 2014,WED,12601,11717,0,0,24318
OXNARD ST,W/O,VAN NUYS BL,AUTO,EV,March 05 2014,WED,12960,12281,0,0,25241
OXNARD ST,E/O,HAZELTINE AV,AUTO,EV,March 05 2014,WED,12921,12441,0,0,25362
OXNARD ST,W/O,COLFAX AV,AUTO,EV,February 24 2014,MON,12671,12864,0,0,25535
OXNARD ST,W/O,WOODMAN AV,AUTO,EV,March 04 2014,TUE,13914,11885,0,0,25799
OXNARD ST,W/O,FULTON AV,AUTO,EV,March 04 2014,TUE,13052,12757,0,0,25809
OXNARD ST,W/O,LANKERSHIM BL,AUTO,EV,February 25 2014,TUE,12753,14223,0,0,26976
OXNARD ST,E/O,COLDWATER CANYON AV,AUTO,EV,March 03 2014,MON,14294,14815,0,0,29109
OXNARD ST,E/O,WHITTSETT AV,AUTO,EV,March 03 2014,MON,15680,15583,0,0,31263
OXNARD ST,E/O,ETHEL ST,AUTO,EV,March 04 2014,TUE,15395,15956,0,0,31351
OXNARD ST,W/O,LAUREL CANYON BL,AUTO,EV,February 25 2014,TUE,17048,16791,0,0,33839
OXNARD ST  ,W/O,LAUREL CANYON BL,MAN,EV,May 04 2011,WED,,3664,,,3664
PACFIC AV,AT,38 th ST,MAN,SR,August 13 2013,TUE,0,0,1636,2209,3845
PACIFIC AV,S/O,FRONT ST,AUTO,HW,August 03 2011,WED,,,107,108,215
PACIFIC AV,AT,SANTA CRUZ ST,AUTO,WR,January 24 2011,MON,,,166,175,341
PACIFIC AV,AT,O'FARRELL ST,AUTO,HW,August 04 2011,THU,,,308,274,582
PACIFIC AV,AT,WADE ST,AUTO,WR,May 12 2014,MON,837,514,0,0,1351
PACIFIC AV,AT,7 th ST,AUTO,WV,August 31 2011,WED,2723,3497,,,6220
PACIFIC AV,AT,17 th ST,MAN,SR,November 01 2012,THU,0,0,9231,7922,17153
PACIFIC AV,AT,13 th ST,MAN,SR,October 25 2012,THU,0,0,9595,8455,18050
PACIFIC AV,AT,4 th ST,AUTO,SR,April 07 2014,MON,0,0,10560,8459,19019
PACIFIC AV,AT,O'FARRELL ST,MAN,SR,November 14 2012,WED,0,0,11437,8815,20252
PACIFIC AV,AT,7 th ST,MAN,SR,November 07 2012,WED,0,0,14241,11080,25321
PACIFIC AV,AT,ROSE AV,MAN,WR,August 06 2013,TUE,0,0,14340,13127,27467
PACIFIC COAST HWY,AT,FIGUEROA ST,AUTO,HW,March 08 2011,TUE,,,2519,4129,6648
PACIFICA AV,AT,21 st ST,MAN,SR,March 25 2014,TUE,0,0,5382,4420,9802
PACKARD ST,AT,OGDEN DR,MAN,HW,January 07 2013,TUE,559,515,0,0,1074
PACKARD ST,AT,OGDEN DR,AUTO,HW,October 08 2013,TUE,639,583,0,0,1222
PACKARD ST,AT,BURNSIDE AV,AUTO,HW,September 19 2013,THU,883,846,0,0,1729
PACKARD ST   (EAST JOG),AT,BURNSIDE AV / DUNSMUIR AV,MAN,HW,December 05 2013,THU,635,698,0,0,1333
PALA AV,AT,VAN NUYS BL,AUTO,HW,March 08 2011,TUE,,,4438,4582,9020
PALA AV,AT,VAN NUYS BL,AUTO,HW,March 08 2011,TUE,,,6437,6131,12568
PALISADES DR,AT,CALVARY CHURCH DWY,AUTO,HW,March 09 2011,WED,,,4111,2159,6270
PALISADES DR,AT,AVENIDA DE SANTA YNEZ,AUTO,HW,March 08 2011,TUE,,,3398,4858,8256
PALISADES DR,AT,PALISADES CIR  South I/S,AUTO,WV,July 08 2011,FRI,,,16187,17620,33807
PALISADES DR,AT ,PIEDRA MORADA DR,AUTO,WV,July 08 2011,FRI,,,18561,18148,36709
PALOS VERDES DR,W/O,GAFFEY ST,AUT,SR,May 02 2013,THU,12778,10729,0,0,23507
PALOS VERDES DR,AT,ATHENA AV,AUT,SR,May 02 2013,THU,13376,11814,0,0,25190
PALOS VERDES ST,AT,14 th ST,AUTO,WV,July 13 2011,WED,,,19365,16754,36119
PALOS VERDES ST,AT,9 th ST,AUTO,WV,July 13 2011,WED,,,17006,19157,36163
PARK GROVE AV,AT,WASHINGTON BL,AUTO,WV,July 13 2011,WED,,,21522,18062,39584
PARK WESTERN DR,AT,PARK WESTERN PL,AUTO,WV,July 14 2011,THU,,,15892,18729,34621
PARTHENIA ST,W/O,VAN NUYS BL,AUTO,WV,July 14 2011,THU,,,19095,19170,38265
PARTHENIA ST  North I/S,E/O,VAN NUYS BL,MAN,WV,August 09 2011,TUE,,,16838,17005,33842
PARTHENIA ST / MONTAGUE ST,AT,WOODMAN AV,AUTO,EV,May 15 2014,THU,703,1777,0,0,2480
PATTON AV,AT,27 th ST,AUTO,SR,January 14 2014,TUE,0,0,2290,2272,4562
PATTON AV,AT,26 th ST,AUTO,SR,January 14 2014,TUE,0,0,2541,3213,5754
PATTON AV,AT,9 th ST,AUTO,WV,August 24 2011,WED,,,16415,18403,34818
PATTON ST,AT,TEMPLE ST,AUTO,WV,August 29 2011,MON,,,20616,21816,42432
PAXTON ST,AT,ARLETA AV,MAN,EV,October 31 2013,THU,5433,0,0,0,5433
PENFIELD AV,AT,VENTURA BL,MAN,WV,September 10 2013,TUE,0,0,902,125,1027
PERSHING DR  N/B RAMP ,AT,WORLD WAY WEST,AUTO,WV,September 07 2011,WED,,,17287,16472,33759
PERSHING DR  N/B RAMP ,AT,WORLD WAY WEST,AUTO,WV,September 01 2011,THU,,,17937,17079,35016
PERSHING DR  N/B RAMP ,AT,WORLD WAY WEST,AUTO,WV,August 29 2011,MON,,,17475,17647,35122
PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 11 2013,SUN,1973,0,0,0,1973
PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 10 2013,SAT,2291,0,0,0,2291
PERSHING DR N/B RAMP,TO,WORLD WAY WEST,AUTO,WR,August 09 2013,FRI,3684,0,0,0,3684
PICO BL,AT,GATEWAY BL,MAN,WR,February 13 2014,THU,0,296,0,0,296
