Primary Street,Dir,Cross Street,Type,Dist,Count Date,Day,W/B,E/B,N/B,S/B,Total
KENISTON AV,AT,OLYMPIC BL,MAN,HW,October 15 2013,TUE,0,0,338,204,542
KENISTON AV,AT,DOCKWEILER ST,AUTO,EV,January 22 2013,TUE,0,0,17883,18937,36820
KENISTON ST,AT,9 th ST,MAN,HW,August 14 2013,WED,0,0,284,188,472
KENMORE AV,AT,PICO BL,MAN,CR,April 09 2013,TUE,0,0,472,296,768
KENMORE AV,AT,PICO BL ( NORTH LEG),AUT,CR,April 10 2013,WED,0,0,1019,902,1921
KENMORE AV,AT ,PICO BL ( NORTH LEG),AUT,CR,April 09 2013,TUE,0,0,1095,875,1970
KENMORE AV,AT,PICO BL ( NORTH LEG),AUT,CR,April 11 2013,THU,0,0,1197,885,2082
KESTER AV,S/O,SHERMAN WY,MAN,CR,October 12 2011,WED,,,230,113,343
KESWICK ST,AT,VAN NUYS BL,AUTO,CR,June 01 2011,WED,,,2713,2951,5664
KING AV,AT,HARRY BRIDGES BL turning only,MAN,WV,January 14 2011,FRI,,,10389,14495,24884
KINGSLEY DR,AT,SANTA MONICA BL,AUTO,HW,May 07 2014,WED,0,0,1474,1615,2789
KITTRIDGE ST,W/O,RESEDA BL,AUTO,EV,January 22 2013,TUE,0,0,1389,2061,3450
KITTRIDGE ST,AT,VAN NUYS BL,AUTO,WV,April 07 2011,THU,,,1796,2344,4140
KITTRIDGE ST,E/O,RESEDA BL,AUTO,WV,April 20 2011,WED,,,13422,10534,23956
KNOX AV,AT,BLAKE AV,MAN,HW,January 10 2013,THU,63,76,0,0,139
KNOX AV,AT,BLAKE AV,MAN,CR,December 12 2012,WED,2999,3104,,,6103
L ST,W/O,MC FARLAND AV,MAN,SR,August 07 2013,WED,2139,1929,0,0,4068
LA BREA AV,AT,DE LONGPRE AV,MAN,HW,April 10 2013,WED,0,0,12455,18701,31156
LA BREA AV,AT,DE LONGPRE AV,AUT,HW,April 09 2013,TUE,0,0,19170,18871,38041
LA BREA AV,AT,DE LONGPRE AV,AUT,HW,April 10 2013,WED,0,0,18628,19548,38176
LA BREA AV,AT,DE LONGPRE AV,AUT,HW,April 11 2013,THU,0,0,19165,20224,39389
LA BREA AV,AT,SYCAMORE AV,MAN,HW,May 08 2013,WED,0,0,29845,21965,51810
LA CIENEGA BL,AT,PICO BL,AUT,CR,April 18 2013,THU,0,0,34648,26268,60916
LA CLEDE AV,AT,TYBURN ST,MAN,HW,June 12 2013,WED,606,1123,0,0,1729
LA JOLLA AV,AT,3 rd ST,MAN,CR,December 06 2012,WED,,,6606,3960,10566
LABRADOR ST,AT,WILBUR AV,MAN,WV,November 20 2013,WED,0,710,0,0,710
LACONIA AV,AT,HOOVER ST,MAN,HW,November 01 2011,TUE,41985,34131,,,76117
LACONIA BL,AT,HOOVER ST,AUTO,SR,March 15 2013,FRI,141,537,0,0,678
LAGUNA AV ,AT,ECHO PARK AV,MAN,CR,June 27 2013,THU,421,0,0,0,421
LAGUNA AV ,AT,ECHO PARK AV,MAN,CR,April 23 2013,TUE,472,0,0,0,472
LAGUNA AV ,AT,ECHO PARK AV,MIO,CR,November 23 2013,SAT,794,0,0,0,794
LAGUNA AV ,AT,ECHO PARK AV,MIO,CR,November 24 2013,SUN,794,0,0,0,794
LAGUNA AV ,AT,ECHO PARK AV,AUTO,HW,February 19 2014,WED,396,505,0,0,901
LAKE HOLLYWOOD ,AT,TAHOE DR/HOLLYWOOD RESERVOIR,AUTO,HW,September 02 2013,MON,185,229,0,0,414
LAKE HOLLYWOOD ,AT,TAHOE DR/HOLLYWOOD RESERVOIR,AUTO,HW,September 01 2013,SUN,176,239,0,0,415
LAKE HOLLYWOOD ,AT,TAHOE DR/HOLLYWOOD RESERVOIR,AUTO,HW,August 31 2013,SAT,304,289,0,0,593
LAKE ST,AT,HOOVER ST,MAN,CR,December 12 2012,WED,,,26,2193,2219
LAKE ST   SB   left only,AT,HOOVER ST ,AUTO,HW,January 10 2013,THU,0,0,791,830,1621
LAKE ST  NB,AT,HOOVER ST,MAN,EV,March 08 2011,TUE,,,7732,12081,19813
LAKE ST  SB   right only,AT,HOOVER ST ,AUTO,EV,January 10 2011,TUE,13697,13801,,,27498
LAKE WOOD AV,AT,ANGUS ST,AUTO,HW,October 03 2013,THU,0,0,802,1265,2067
LAKESHORE AV,AT,SCOTT AV,AUTO,HW,April 22 2014,TUE,0,0,903,431,1334
LAKEWOOD AV / GLENDALE BL,AT,GLENDALE BL / ROWENA AV,MAN,HW,September 11 2013,WED,6406,1217,0,0,7623
LAKME AV,AT,DENNI ST,AUTO,SR,June 12 2013,WED,0,0,690,623,1313
LAMANDA ST,W/O,INGLEWOOD BL,AUTO,EV,March 16 2011,WED,11954,13890,,,25844
LANARK ST,AT,WINNETKA AV,MAN,WV,June 03 2013,MON,407,263,0,0,670
LANARK ST,AT,WINNETKA AV,AUTO,WV,May 29 2013,TUE,545,703,0,0,1248
LANARK ST,AT,VAN NUYS BL,AUTO,EV,April 26 2011,TUE,12073,10871,,,22944
LANKERSHIM BL,AT,CAYUGA AV,AUTO,SR,July 11 2011,MON,,,839,674,1513
LANKERSHIM BL,AT,BURBANK BL,AUTO,EV,April 29 2011,FRI,7536,1902,,,9438
LANKERSHIM BL,AT,TUXFORD ST,MAN,WR,January 11 2011,TUE,,,6138,6340,12479
LANKERSHIM BL,AT,VANOWEN ST,MAN,WR,January 05 2011,WED,,,7353,6820,14173
LANKERSHIM BL,AT,ERWIN ST,AUTO,EV,December 07 2011,WED,253,16061,,,16314
LANKERSHIM BL,AT,COHASSET ST,AUTO,CR,January 12 2011,WED,,,9977,8011,17988
LANKERSHIM BL,AT,CAMPO DE CAHUENGA,AUTO,EV,April 26 2011,FRI,9801,8332,,,18133
LANKERSHIM BL,AT,MAGNOLIA BL,AUTO,CR,July 19 2011,TUE,,,10496,8201,18697
LANKERSHIM BL,AT,KITTRIDGE ST,AUTO,EV,December 08 2011,THU,10784,9394,,,20178
LANKERSHIM BL,AT,VINELAND BL,AUTO,EV,April 28 2011,THU,10217,10043,,,20260
LANKERSHIM BL,AT,RIVERSIDE DR,AUTO,EV,April 28 2011,THU,10192,10093,,,20285
LANKERSHIM BL,AT,MAGNOLIA BL,AUTO,EV,April 28 2011,THU,10475,10134,,,20609
LANKERSHIM BL,AT,WHIPPLE ST,AUTO,EV,April 27 2011,WED,10633,10043,,,20676
LANKERSHIM BL,AT,OXNARD ST,AUTO,EV,December 19 2011,MON,9497,11754,,,21251
LANKERSHIM BL,AT,STAGG ST,AUTO,EV,December 20 2011,TUE,11633,9821,,,21454
LANKERSHIM BL,AT,HORTENSE ST  north leg,AUTO,EV,April 27 2011,WED,11299,10228,,,21527
LANKERSHIM BL,AT,MOORPARK ST,AUTO,EV,April 27 2011,WED,12077,9722,,,21799
LANKERSHIM BL,AT,CAMARILLO ST,AUTO,EV,April 28 2011,THU,12592,9963,,,22555
LANKERSHIM BL,AT,VALERIO ST,AUTO,EV,November 29 2011,TUE,13099,9493,,,22592
LANKERSHIM BL,AT,HATTERAS ST,AUTO,EV,April 29 2011,FRI,11465,11300,,,22765
LANKERSHIM BL,AT,WEDDINGTON ST,AUTO,EV,April 29 2011,FRI,9553,14964,,,24517
LANKERSHIM BL,AT,STRATHERN ST,AUTO,CR,January 04 2011,TUE,,,14741,10026,24767
LANKERSHIM BL,AT,COHASSET ST,AUTO,EV,December 06 2011,TUE,12390,12417,,,24807
LANKERSHIM BL,AT,CUMPSTON ST,AUTO,EV,April 29 2011,FRI,13938,11473,,,25411
LANKERSHIM BL,AT,ARMINITA ST,AUTO,EV,December 05 2012,TUE,10559,15260,0,0,25819
LANKERSHIM BL,AT,CAHUENGA BL   ,AUTO,EV,April 27 2011,WED,15367,10589,,,25956
LANKERSHIM BL,AT,BLUFFSIDE DR,AUTO,EV,April 26 2011,TUE,13148,13369,,,26517
LANKERSHIM BL,AT,SHERMAN WY,MAN,EV,September 01 2011,THU,14608,12862,,,27469
LANKERSHIM BL,S/O,SHERMAN WY,AUTO,EV,April 26 2011,TUE,14231,13691,,,27922
LANKERSHIM BL,AT,HART ST,AUTO,EV,May 11 2011,WED,14811,14354,,,29165
LANKERSHIM BL,AT,VENTURA BL / CAHUENGA BL W,AUTO,EV,April 26 2011,TUE,19027,10458,,,29485
LANKERSHIM BL,AT,SATICOY ST,AUTO,EV,December 19 2011,MON,20894,12835,,,33729
LANKERSHIM BL ,AT,VICTORY BL,AUTO,CR,July 19 2011,TUE,,,10540,7352,17892
LANKERSHIM BL  North I/S,AT,CHANDLER BL,AUTO,CR,July 20 2011,WED,,,10154,8136,18290
LANKERSHIM BL  north jog,AT,HESBY ST,AUTO,CR,July 20 2011,WED,,,7221,4982,12203
LANKERSHIM BL South I/S,AT,CHANDLER BL,AUTO,CR,July 20 2011,WED,,,3067,7696,10763
LANZIT AV,W/O,CENTRAL AV,AUTO,CR,July 21 2011,THU,,,8067,8081,16148
LAS PALMAS AV,AT,FRANKLIN AV,MAN,HW,January 09 2013,WED,0,0,1673,228,1901
LAS PALMAS AV,AT,FRANKLIN AV,AUTO,HW,December 02 2013,MON,0,0,3174,659,3833
LAS PALMAS AV,AT,FRANKLIN AV,AUTO,CR,July 21 2011,THU,,,7986,8281,16267
LASSEN ST,E/O,TOPANGA CANYON BL,AUTO,WV,July 23 2013,TUE,6946,6398,0,0,13344
LASSEN ST,AT,RESEDA BL,AUTO,CR,July 21 2011,THU,,,7320,7760,15080
LASSEN ST,E/O,VALLEY CIRCLE BL,AUTO,CR,July 22 2011,FRI,,,7990,8692,16682
LAUREL CANYON BL,N/O,MULHOLLAND DR,AUTO,SR,July 25 2011,MON,,,5442,5243,10685
LAUREL CANYON BL,N/O,MULHOLLAND DR,AUTO,CR,July 22 2011,FRI,,,6967,5802,12769
LAUREL CANYON BL,S/O,SHERMAN WY,AUTO,CR,July 22 2011,FRI,,,7244,5762,13006
LAUREL CANYON BL,AT,VAN NUYS BL,AUTO,CR,July 25 2011,MON,,,6559,6624,13183
LAUREL CANYON BL,AT,VAN NUYS BL,AUTO,CR,July 22 2011,FRI,,,8220,6256,14476
LAUREL CANYON BL,AT,VICTORY BL,MAN,EV,July 03 2013,WED,0,0,8486,12039,20525
LAUREL CANYON BL,AT,ERWIN ST,MAN,EV,July 23 2013,TUE,0,0,9745,11094,20839
LAUREL CANYON BL,AT,SYLVAN ST,MAN,EV,June 25 2013,TUE,0,0,9402,13752,23154
LAUREL CANYON BL,AT,HAMLIN ST,MAN,EV,August 21 2013,WED,0,0,12044,12192,24236
LAVETA TER,AT,TEMPLE ST,AUTO,CR,July 26 2011,TUE,,,6673,6637,13310
LE GRANDE TER,AT,15 th ST,AUTO,SR,June 13 2013,THU,0,0,217,168,385
LEDGEWOOD DR,N/O,BEACHWOOD DR,AUTO,HW,September 02 2013,MON,0,0,795,617,1412
LEDGEWOOD DR,N/O,BEACHWOOD DR,AUTO,HW,September 01 2013,SUN,0,0,877,633,1510
LEDGEWOOD DR,N/O,BEACHWOOD DR,AUTO,HW,August 31 2013,SAT,0,0,944,741,1685
LELAND AV,AT,26th ST,AUTO,SR,May 15 2014,THU,0,0,310,652,962
LELAND AV,AT,27th ST,AUTO,SR,May 15 2014,THU,0,0,793,477,1270
LELAND ST,AT,9 th ST,AUTO,SR,July 18 2013,THU,0,0,1694,425,2119
LELEAND ST,AT,9 th ST,MAN,SR,August 29 2013,THU,0,0,2153,585,2738
LEMARSH ST,AT ,RESEDA BL,MAN,WV,November 06 2013,WED,961,0,0,0,961
LEXINGTON AV,AT,HOOVER ST,MAN,HW,October 10 2013,THU,588,682,0,0,1270
LEXINGTON AV,AT,HOOVER ST,AUTO,HW,August 29 2013,THU,780,1277,0,0,2057
LEXINGTON AV,AT,WILCOX AV,MAN,HW,February 21 2013,THU,1048,2068,0,0,3116
LEXINGTON AV,AT,SYCAMORE AV,AUTO,HW,April 16 2014,WED,2381,1776,0,0,4157
LEXINGTON AV,AT,WILCOX AV,AUTO,SR,July 26 2011,TUE,,,7815,4851,12666
LINCOLN PARK AV,N/O,BROADWAY,AUTO,CR,July 27 2011,WED,,,5230,5029,10259
LINDA ROSA AV,AT,COLORADO BL,MAN,CR,July 16 2013,TUE,0,0,364,0,364
LINDA ROSA AV,AT,COLORADO BL,AUTO,CR,July 10 2013,WED,0,0,479,438,917
LINDLEY AV,AT,OXNARD ST,AUTO,CR,July 27 2011,WED,,,3501,3510,7011
LINDLEY AV,AT,LASSEN ST,AUTO,CR,July 27 2011,WED,,,4121,3510,7631
LINDLEY AV,S/O,SHERMAN WY,AUTO,CR,July 27 2011,TUE,,,4184,4958,9142
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 18 2012,SAT,2920,0,0,0,2920
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 17 2012,FRI,3412,0,0,0,3412
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 19 2012,SUN,3475,0,0,0,3475
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 04 2012,SAT,3859,0,0,0,3859
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 11 2012,SAT,3873,0,0,0,3873
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 24 2012,FRI,4003,0,0,0,4003
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 10 2012,FRI,4394,0,0,0,4394
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 05 2012,SUN,4558,0,0,0,4558
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 03 2012,FRI,4621,0,0,0,4621
LITTLE CENTURY BL   -   AIRPORT,W/O,SEPULVEDA BL,AUT,WR,August 12 2012,SUN,4838,0,0,0,4838
LOMITA BL,AT,FIGUEROA ST,AUT,SR,March 27 2013,WED,10054,14274,0,0,24328
LOMITA BL,AT,FIGUEROA ST,MAN,SR,June 18 2013,THU,11412,15214,0,0,26626
LOMITA ST,AT,VINEYARD AV,MAN,HW,July 25 2013,THU,230,357,0,0,587
LONDAN ST,AT,MICHELTORENA ST,MAN,HW,May 23 2013,THU,1342,1753,0,0,3095
LONGBOW DR,N/O,MULHOLLAND DR,AUTO,CR,July 28 2011,THU,,,3861,4486,8347
LONGWOOD AV,AT,EDGEWOOD PL,AUT,HW,March 20 2013,WED,0,0,255,440,695
LONGWOOD AV,AT,12 th ST,MAN,CR,November 08 2011,TUE,,,22814,,22814
LONGWOOD PL ,AT ,EDGEWOOD PL,AUT,HW,March 20 2013,WED,58,101,0,0,159
LORENA ST,AT,GARNET ST,MAN,CR,December 10 2013,TUE,0,0,4752,5602,10354
LOS ANGELES /UNION STATION,AT,ALAMEDA ST,MAN,CR,November 29 2011,TUE,,,16354,,16354
LOS ANGELES ST,AT,ARCADIA ST,MAN,CR,December 07 2011,WED,,,19028,,19028
LOS ANGELES ST ,AT,ARCADIA ST,MAN,CR,December 06 2012,THU,0,0,6606,3960,10566
LOS ANGELES ST/UNION STATION,AT,ALAMEDA ST,MAN,CR,December 12 2012,TUE,2999,3104,0,0,6103
LOS FELIZ BL,AT,ROWENA AV,AUTO,CR,July 20 2011,WED,,,9978,7559,17537
LOUISE AV,AT,HIAWATHA ST,MAN,WV,January 14 2014,TUE,0,0,2369,2811,5180
LOWELL AV,AT,ALHAMBRA AV,MAN,CR,December 12 2012,WED,0,0,26,2193,2219
LOWELL AV,AT,ALHAMBRA AV,AUTO,CR,July 22 2011,FRI,,,7400,7609,15009
LOWRY RD,N/O,HOLBORO DR,AUTO,HW,July 31 2013,WED,0,0,62,65,127
LOWRY RD,S/O,HOLBORO DR,AUTO,HW,July 31 2013,WED,0,0,102,49,151
LUCAS AV,AT,EMERALD DR,AUTO,HW,April 14 2014,MON,0,0,6468,6053,12521
LUCERNE BL,AT,11 th ST,AUTO,CR,July 25 2011,MON,,,7397,6706,14103
LUCERNE BL ,AT,ROSEWOO AV,MAN,HW,June 26 2013,WED,0,0,451,369,820
LUCERNE BL ,AT,ROSEWOOD AV,AUTO,HW,June 10 2013,MON,0,0,589,544,1133
M ST,AT,WILMINGTON BL,MAN,SR,February 06 2013,WED,1264,268,0,0,1532
M ST,AT,BROAD AV,AUTO,CR,July 27 2011,WED,,,4389,5135,9524
M ST,AT,WILMINGTON BL,AUTO,CR,July 25 2011,MON,,,6334,6290,12624
MACLAY ST,AT,FOOTHILL BL,AUTO,WR,August 12 2011,FRI,,,1759,2318,4077
MADISON AV,AT,MARATHON ST,MAN,HW,May 22 2013,WED,0,0,1363,1191,2554
MAGNOLIA BL,AT,WOODMAN AV,AUTO,HW,April 20 2011,WED,101,38,,,139
MAGNOLIA BL,AT,CLEON AV,AUTO,WR,August 14 2011,SUN,,,299,368,667
MAGNOLIA BL,AT,BILOXI AV,AUTO,WR,August 13 2011,SAT,,,286,405,691
MAGNOLIA BL,AT,CLYBOURN ST,AUTO,WV,July 21 2011,THU,541,255,,,796
MAGNOLIA BL,AT,RADFORD AV,AUTO,WV,July 21 2011,THUI,541,255,,,796
MAGNOLIA BL,AT ,BLUEBELL AV,AUTO,WR,November 16 2011,WED,,,630,612,1242
MAGNOLIA BL,AT,LEMP AV,AUTO,WR,August 12 2011,FRI,,,765,1010,1775
MAGNOLIA BL,AT,CORTEEN PL,AUTO,WR,November 16 2011,WED,,,1752,837,2589
MAGNOLIA BL,AT,VAN NUYS BL,AUTO,WR,August 13 2011,SAT,,,1335,2066,3401
MAGNOLIA BL,AT,BLAKESLEE AV,AUTO,WR,August 14 2011,SUN,,,1339,2153,3492
MAGNOLIA BL,AT,NORWICH AV,AUTO,EV,April 13 2011,WED,1240,2382,,,3622
MAGNOLIA BL,AT,HARMONY AV,AUTO,HW,January 13 2013,SUN,0,0,3394,1458,4852
MAGNOLIA BL,AT,LEGHORN AV,AUTO,WR,November 17 2011,THU,,,1778,3930,5708
MAGNOLIA BL,AT,RADFORD AV,AUTO,WR,November 16 2011,WED,,,2740,3498,6238
MAGNOLIA BL,AT,CAHUENGA BL   ,AUTO,HW,January 12 2013,SAT,0,0,4911,2289,7200
MAGNOLIA BL,AT,LANKERSHIM BL,AUTO,CR,September 12 2011,MON,3526,3959,,,7485
MAGNOLIA BL,AT,COSTELLO AV,AUTO,WR,November 17 2011,THU,,,3517,4284,7801
MAGNOLIA BL,AT,RADFORD AV,AUTO,HW,January 11 2013,FRI,0,0,5465,2707,8172
MAGNOLIA BL,W/O,LAUREL CANYON BL,AUTO,CR,June 07 2011,TUE,4859,3680,,,8539
MAGNOLIA BL,AT,LONGRIDGE AV,AUTO,WR,November 17 2011,THU,,,4466,4288,8754
MAGNOLIA BL,AT,COLFAX AV,AUTO,CR,September 12 2011,MON,3851,5386,,,9237
MAGNOLIA BL,AT,FULTON AV,AUTO,CR,September 12 2011,MON,3836,9567,,,13403
MAGNOLIA BL,AT,MATILIJA AV,AUTO,WR,November 22 2011,TUE,,,7211,6371,13582
MAGNOLIA BL,AT,GREENBUSH AV,AUTO,WR,November 29 2011,TUE,,,8441,5300,13741
MAGNOLIA BL,AT,LANKERSHIM BL,AUTO,CR,September 12 2011,MON,3158,15086,,,18244
MAGNOLIA BL,AT,SEPUVEDA BL,AUTO,CR,September 09 2011,FRI,10960,9918,,,20878
MAGNOLIA BL,AT,HAZELTINE AV,AUTO,CR,September 08 2011,THU,9317,13341,,,22658
MAGNOLIA BL,AT,WILLIS AV,AUTO,CR,September 09 2011,FRI,11992,10792,,,22784
MAGNOLIA BL,AT,RADFORD AV,MAN,EV,May 02 2013,THU,12112,11045,0,0,23157
MAGNOLIA BL,AT,TILDEN AV,AUTO,CR,September 09 2011,FRI,15787,13304,,,29091
MAHAR AV,AT,OPP ST,AUTO,CR,January 11 2011,TUE,11234,13456,,,24690
MAIN ST,AT,56 th ST,AUTO,CR,June 03 2011,FRI,,,94,54,148
MAIN ST,AT,88 th PL,AUTO,HW,February 01 2011,TUE,,,89,195,284
MAIN ST,AT,1 st ST,AUTO,HW,February 01 2011,TUE,,,139,173,312
MAIN ST,AT,49 th ST,AUTO,SR,September 29 2011,THU,,,269,247,516
MAIN ST,AT,60 th ST,AUTO,WR,June 14 2011,TUE,,,413,532,945
MAIN ST,AT,108 th ST,AUTO,CR,June 07 2011,TUE,,,770,358,1128
MAIN ST,AT,ABBOT KINNEY BL / BROOKS AV,AUTO,SR,June 10 2011,FRI,,,1149,657,1806
MAIN ST,AT,77 th ST,AUTO,HW,November 03 2011,THU,,,1067,1022,2089
MAIN ST,AT,ROSE ST,AUTO,SR,June 10 2011,FRI,,,1263,1127,2390
MAIN ST,AT,SLAUSON AV,AUTO,EV,August 04 2011,THU,,,1987,963,2950
MAIN ST,AT,52 nd PL,AUTO,SR,November 21 2011,MON,,,1395,1741,3136
MAIN ST,AT,111 th ST,AUTO,CR,January 08 2013,TUE,0,0,2884,1108,3992
MAIN ST,AT,68 th ST,AUTO,CR,June 03 2011,FRI,,,1344,2768,4112
MAIN ST,AT,ROSE ST,MAN,CR,April 14 2011,THU,1492,5107,,,6599
MAIN ST,AT ,3 rd ST,MAN,CR,December 06 2012,WED,,,6737,0,6737
MAIN ST,AT,58 th PL,AUTO,EV,March 15 2011,TUE,3974,2816,,,6790
MAIN ST,AT,1 st ST,MIO,CR,March 27 2013,WED,0,0,11595,0,11595
MAIN ST,AT,COLDEN AV,AUTO,EV,May 09 2011,MON,5240,6701,,,11941
MAIN ST,AT,98th ST,AUTO,SR,May 12 2014,MON,0,0,6258,5820,12078
MAIN ST,AT,104 th ST,AUTO,EV,March 10 2011,THU,8582,5272,,,13854
MAIN ST,AT,95 th ST,AUTO,EV,May 05 2011,THU,6709,7512,,,14221
MAIN ST,AT ,117 th ST,AUTO,WR,February 10 2011,THU,,,7180,7570,14750
MAIN ST,AT,120 th ST,AUTO,EV,May 09 2011,MON,8561,6789,,,15350
MAIN ST,AT,5 th ST,MAN,CR,May 16 2013,THU,0,0,15447,0,15447
MAIN ST,AT,47 th ST,AUTO,CR,April 07 2014,MON,0,0,8276,8103,16379
MAIN ST,AT,3 rd ST,MAN,CR,March 05 2013,TUE,0,0,20649,0,20649
MAIN ST,AT,5 th ST,AUTO,CR,August 11 2011,THU,,,11889,12475,24364
MAIN ST,AT,23 rd ST,AUTO,HW,October 03 2011,MON,13876,12820,,,26696
MAIN ST,AT,4 th ST,AUTO,CR,August 11 2011,THU,,,14009,15206,29215
MAIN ST,AT,42 nd ST,AUTO,HW,October 20 2011,THU,20177,18075,,,38252
MAIN ST,AT,47 th ST,AUTO,HW,October 20 2011,THU,18400,19956,,,38356
MAIN ST,AT,38 th ST ,AUTO,HW,October 20 2011,THU,18281,20204,,,38485
MAIN ST,AT,32 nd ST,AUTO,HW,October 19 2011,WED,20660,19340,,,40000
MAIN ST,AT,ABBOT KINNEY BL / BROOKS AV,AUTO,HW,October 19 2011,WED,20660,19340,,,40000
MAIN ST,AT,21 st ST,AUTO,HW,October 19 2011,WED,19806,20867,,,40673
MAIN ST,AT,WASHINGTON BL,AUTO,HW,October 19 2011,WED,31808,19682,,,51490
MAIN ST ,AT,IMPERIAL HWY,AUTO,WR,June 14 2011,TUE,,,28,22,50
MAIN ST ,AT,74 th ST,AUTO,CR,December 18 2012,TUE,0,0,3274,7716,10990
MAIN ST ,AT,82 nd ST,AUTO,CR,December 18 2012,TUE,0,0,8575,8683,17258
MAIN ST ,AT,GAGE AV,MAN,CR,December 19 2012,WED,0,0,10326,14798,25124
MAIN ST ,AT,PICO BL,MAN,CR,December 20 2012,THU,0,0,13997,11228,25225
MAINTENANCE RD,N/O,WORLD WAY WEST,MAN,HW,June 30 2011,THU,,,1661,1387,3048
MAINTENANCE RD,S/O,WORLD WAY WEST,AUTO,EV,July 28 2011,THU,,,2250,1559,3809
MAINTENANCE RD,S/O,WORLD WAY WEST,MAN,EV,May 10 2011,TUE,12239,14030,,,26268
MAINTENANCE RD,N/O,WORLD WAY WEST,AUTO,EV,April 28 2011,TUE,13452,16602,,,30054
MAINTENANCE RD,S/O,WORLD WAY WEST,AUTO,WR,November 22 2011,TUE,22677,15096,,,37773
MAINTENANCE RD,N/O,WORLD WAY WEST,AUTO,WV,July 14 2011,THU,22768,19105,,,41873
MALAGA RD,AT,OUTPOST DR,MAN,HW,December 17 2013,TUE,24,0,0,0,24
MALAGA RD,E/O,OUTPOST DR,AUTO,HW,September 24 2013,TUE,35,37,0,0,72
MALAGA RD,E/O,OUTPOST DR,AUTO,HW,September 25 2013,WED,54,52,0,0,106
MALL DWY   bet ROSCOE & CHASE,E/O,VAN NUYS BL,AUTO,WV,July 20 2011,WED,8951,10731,,,19682
MANNING AV,AT,MOTOR AV,AUTO,WR,September 16 2013,MON,5782,3740,0,0,9522
MANNING AV,AT,WILSHIRE BL,AUTO,WV,June 22 2011,WED,9986,12669,,,22655
MANNING AV,AT,CUSHDON  AV,AUTO,SR,June 28 2011,TUE,,,14177,13138,27315
MANNING AV,AT,BRADBURY RD,AUTO,SR,June 28 2011,TUE,,,14076,13676,27752
MANNING AV,AT,HOLMAN AV,MAN,SR,February 03 2011,THU,,,18161,14460,32620
MANNING AV,AT,LA GRANGE AV,AUTO,WV,June 21 2011,TUE,16822,16430,,,33252
MANNING AV,AT,MOTOR AV,AUTO,SR,June 28 2011,TUE,,,19101,17370,36471
MANNING AV,AT,BLYTHE AV,AUTO,WV,August 24 2011,WED,20284,16373,,,36657
MANNNING AV,AT,HADDINGTON DR,AUTO,SR,June 29 2011,WED,,,19357,14522,33879
MANSFIELD AV,W/O,LA BREA AV,AUTO,SR,June 29 2011,WED,,,14306,13419,27725
MARATHON ST,W/O,HOOVER ST,AUTO,HW,March 24 2014,MON,360,495,0,0,855
MARATHON ST,AT,MADISON AV,MAN,HW,May 22 2013,WED,548,597,0,0,1145
MARATHON ST,AT,WESTERN AV,MAN,HW,February 04 2014,TUE,926,590,0,0,1516
MARENGO AV,AT,TREMONT ST,AUTO,SR,July 05 2011,TUE,,,11771,10449,22220
MARENGO AV,AT,FICKETT ST / 10 FWY EB ON RAMP,AUTO,SR,July 05 2011,TUE,,,11744,11538,23282
MARENGO AV,AT,SOTO ST,AUTO,SR,July 05 2011,TUE,,,12024,12090,24114
MARENGO AV,AT,CUMMINGS ST,AUTO,SR,June 30 2011,THU,,,12209,12084,24293
MARENGO AV,AT,EVERGREEN AV,AUTO,SR,June 30 2011,THU,,,12163,12671,24834
MARENGO AV,AT,STATE ST,AUTO,SR,June 30 2011,THU,,,13466,11862,25328
MARENGO AV,AT,CORNWELL ST,AUTO,SR,June 30 2011,THU,,,12969,13501,26470
MARENGO AV,AT,MISSION RD,AUTO,SR,June 29 2011,WED,,,14211,12812,27023
MARIANO ST ,W/O,WOODLAKE AV,AUTO,SR,July 07 2011,THU,,,9668,8246,17914
MARIANO ST ,W/O,WOODLAKE AV,AUTO,SR,July 07 2011,THU,,,9738,8794,18532
MARINE AV,AT ,R ST,AUTO,SR,May 13 2014,TUE,0,0,705,299,1004
MARIONDALE AV,AT,VALLEY BL,MAN,CR,March 06 2014,THU,0,0,2538,0,2538
MARIPOSA AV,AT,81 st ST,AUTO,SR,April 09 2014,WED,0,0,266,246,512
MARLTON AV,BETWEEN,MARTIN LUTHER KING BL & 39 th ST,AUTO,SR,July 08 2011,FRI,,,12515,11089,23604
MARLTON AV,BETWEEN,MARTIN LUTHER KING BL & 39 th ST,AUTO,SR,July 08 2011,FRI,,,12301,12788,25089
